PID,lat_long
534104100,"(42.04844622222222, -93.639331)"
902207220,"(42.03020093333333, -93.60771933333334)"
902300215,"(42.02914222733479, -93.62014712562159)"
534176140,"(42.042697198152425, -93.63172902384359)"
902128160,"(42.03241185714286, -93.61540930612246)"
527451180,"(42.0518476645498, -93.62742486533254)"
905402070,"(42.027501491778565, -93.66613972695127)"
905402070,"(42.027501491778565, -93.66613972695127)"
916382110,"(41.994498117197196, -93.6530076505058)"
534176060,"(42.043831992663335, -93.63155173333324)"
527302110,"(42.05456341144617, -93.63669020571436)"
909425270,"(42.01507807249898, -93.64417992287247)"
527404050,"(42.054711187500004, -93.62671179166666)"
905480150,"(42.022887673469384, -93.65856524489796)"
903231090,"(42.03153617171717, -93.62366934343434)"
531375120,"(42.03779282870747, -93.69055674746765)"
906201021,"(42.034434, -93.687352)"
531371070,"(42.035276414492586, -93.69301254493764)"
528390100,"(42.049831, -93.650689)"
906200230,"(42.034433122807016, -93.68755024561403)"
907420040,"(42.013335975609756, -93.68430787804877)"
916402215,"(41.99774714285714, -93.64680712244898)"
907200290,"(42.022127911694575, -93.68791956691226)"
908225180,"(42.02011555074262, -93.66207773576618)"
906380050,"(42.025420712996564, -93.69049048258951)"
535450190,"(42.035850921568624, -93.61057617647059)"
528315030,"(42.05352560673397, -93.65387087303654)"
535103070,"(42.04899244058884, -93.6167814314537)"
905202090,"(42.032157081632654, -93.66855348979591)"
907192090,"(42.01640816784333, -93.69123043198356)"
527158090,"(42.05960509552833, -93.63626510175811)"
916326040,"(41.99897305784972, -93.64967720218152)"
534403040,"(42.04194211111111, -93.62771055555555)"
528220040,"(42.063194, -93.6452748980294)"
528220040,"(42.063194, -93.6452748980294)"
907201280,"(42.01964106200265, -93.68685460834126)"
528235180,"(42.05981374714104, -93.64381650176335)"
528231050,"(42.06000521774237, -93.64408414806776)"
907425010,"(42.016099, -93.683596)"
905103180,"(42.03245158480525, -93.675374)"
528228450,"(42.0624250316325, -93.64181839540622)"
906380030,"(42.02537245182207, -93.69062288349015)"
528445060,"(42.05302884971692, -93.64438646886092)"
909252110,"(42.017731, -93.64442)"
909179020,"(42.016058, -93.651777)"
907230240,0
909251050,"(42.0178816122449, -93.6468604489796)"
903231010,"(42.032489080808084, -93.62368516161615)"
528142090,"(42.05986543585511, -93.65256833567588)"
907200280,"(42.02217429156724, -93.68792628863292)"
528477040,"(42.052309459047265, -93.64348184635655)"
903206070,"(42.03052779215003, -93.6259780470045)"
909428190,"(42.012481963414636, -93.6405458414634)"
528112040,"(42.062104691787646, -93.65418127954497)"
528142040,"(42.060443175893475, -93.65395984521219)"
902106060,"(42.03142297959184, -93.61852646938776)"
527375100,"(42.052625610466386, -93.63272112714208)"
527105070,"(42.05994583673469, -93.63922063265306)"
909277090,"(42.01765605108048, -93.63967902197975)"
527110130,"(42.0607983, -93.6364315)"
527375210,"(42.052365, -93.630417)"
533215030,"(42.04654109010214, -93.64691249724483)"
906378100,"(42.02622400986277, -93.68938646605434)"
527325090,"(42.05497791050766, -93.63460714015186)"
526301100,"(42.053808, -93.618344)"
535178060,"(42.04226981632653, -93.61488920408163)"
903430090,"(42.0268939484598, -93.62172628670231)"
534402140,"(42.04001564, -93.6277972)"
908225240,"(42.02071514285714, -93.6635408367347)"
534451110,"(42.035380124996465, -93.6289489991702)"
914467040,"(41.99707230816514, -93.60475783903652)"
527451110,"(42.05238114963003, -93.62769490365976)"
907262020,"(42.01620118367347, -93.68682538775509)"
527376110,"(42.05251744317545, -93.6321309749112)"
904301375,"(42.02747756354625, -93.66031389994257)"
905352070,0
527145090,"(42.06046593912505, -93.63403035217894)"
527145090,"(42.06046593912505, -93.63403035217894)"
902427180,"(42.02711537871572, -93.60489958791166)"
903476030,"(42.02673410204082, -93.62065289795918)"
534400030,"(42.041346894343455, -93.62930602362958)"
533213120,"(42.04711701639097, -93.6459628728382)"
528290010,"(42.059638029665024, -93.6439843336821)"
907420060,"(42.013948, -93.683977)"
907260010,"(42.016966836734696, -93.68680783673469)"
906201200,"(42.031403671559275, -93.68448476877506)"
906382020,"(42.0254978104783, -93.68888870094037)"
532376160,"(42.03570724489796, -93.67111710204081)"
910202070,"(42.02262815877891, -93.6253253977232)"
528150120,"(42.05952818243162, -93.65655409946741)"
902101050,"(42.03348324489796, -93.61720153061225)"
909250070,"(42.01908487755102, -93.64681975510204)"
535476240,"(42.035484693217704, -93.60388829835333)"
528228405,"(42.06277727104964, -93.64046454535585)"
905202230,"(42.03214755196517, -93.66705700735399)"
527210060,"(42.060522, -93.629176)"
528228460,"(42.061973426915145, -93.64277531399816)"
528112020,"(42.062117135698195, -93.65397431630075)"
528290180,"(42.05783925359364, -93.64169136043427)"
907254050,"(42.01778406443797, -93.68445351933772)"
904100040,"(42.03440539409389, -93.65707440417286)"
534126060,"(42.048146908069796, -93.63450573518459)"
535402010,"(42.04193530612245, -93.61052979591837)"
534403080,"(42.04196627272727, -93.62629245454545)"
532351140,"(42.036373, -93.677215)"
903426010,"(42.03010247474747, -93.62359061616162)"
531367050,"(42.03629930100185, -93.69289640141052)"
533213130,"(42.04711534426065, -93.64588658189213)"
907185060,"(42.01865805775843, -93.68835371472744)"
905427010,"(42.02820253037844, -93.66171536533082)"
908102100,"(42.021085704189026, -93.67887187919085)"
527145080,"(42.060443476745036, -93.63405060531882)"
534250300,"(42.04493105984045, -93.62941794756853)"
905301050,"(42.028674, -93.675848)"
534202180,"(42.046577952194475, -93.62656551196972)"
531450170,"(42.0352689834337, -93.68786272053362)"
533212120,"(42.04746460668941, -93.64492751919107)"
902109120,"(42.03028497891152, -93.61899075925766)"
535450310,"(42.037360170212764, -93.61058763829787)"
903201030,"(42.03334190834953, -93.6289333382767)"
533236060,"(42.04712545867458, -93.6423257710352)"
908102130,"(42.020967694958124, -93.67758661544352)"
905105070,"(42.03067032042588, -93.67673803276509)"
533241030,"(42.046426091304575, -93.64113691664512)"
923228260,"(41.991722794908725, -93.60169746193903)"
534204030,"(42.046572636363635, -93.62479963636363)"
535477020,"(42.037575046337366, -93.60368087492306)"
907192130,"(42.016293343535715, -93.691702800301)"
534151120,"(42.04317541660578, -93.6379153876308)"
908102170,"(42.02066305806104, -93.67758147209969)"
907401050,"(42.01521012121212, -93.68786617171718)"
902105060,"(42.032225714285715, -93.61563275510204)"
534431050,"(42.03920205412156, -93.62093408231274)"
528344060,"(42.05340791951316, -93.65253054597565)"
909452114,"(42.01056179606271, -93.64502095154818)"
909455040,0
534276190,"(42.042468820539256, -93.62138323748763)"
907253060,"(42.01847493317559, -93.68630890924456)"
902329090,"(42.028079, -93.61366)"
527453160,"(42.05068691960442, -93.62615838123916)"
903233080,"(42.03159403030303, -93.62152434343434)"
528292060,"(42.056927948250475, -93.64147775501495)"
909256120,"(42.01598014285714, -93.64644685714286)"
906223220,"(42.0318357033211, -93.68223815795136)"
535153150,"(42.04484760847421, -93.61750528752938)"
527163080,"(42.059567303910676, -93.63763744645269)"
907414080,"(42.01400536363636, -93.68648651515151)"
527402090,"(42.05539898989899, -93.62791653535353)"
535426260,"(42.03876387482974, -93.6057927895483)"
528322020,"(42.05336436117511, -93.65588089772652)"
908152180,"(42.0189009826657, -93.67439551930663)"
909131170,"(42.0194865, -93.64872647506812)"
527146135,"(42.06051841859521, -93.63148545029513)"
907255010,"(42.01734057142857, -93.68560934693878)"
528142110,"(42.061699603431144, -93.6434533908503)"
533223030,"(42.04645234469238, -93.64544667635275)"
907131120,"(42.020987960678504, -93.69067896398592)"
534201130,"(42.04661954545454, -93.627966)"
528366050,"(42.04951401231898, -93.65345176877533)"
528340030,"(42.05501590225478, -93.65668986315669)"
903475020,"(42.026712746936795, -93.62306696748757)"
908152290,"(42.01878699857484, -93.67328688093542)"
527163100,"(42.05946991173204, -93.63768833935806)"
916477020,"(41.99422168981559, -93.64789842684952)"
535456010,"(42.03489277551021, -93.60692532653061)"
534129080,"(42.046344, -93.631941)"
535101020,"(42.0485273986674, -93.61837826270127)"
528320060,"(42.05322805592855, -93.65764873299153)"
903234220,"(42.032341060606065, -93.62132202020202)"
911370520,"(42.00909267603978, -93.6161248190708)"
528218020,"(42.062975, -93.646261)"
902325050,"(42.02921975510204, -93.61392595918367)"
905427070,"(42.02762908393899, -93.66053930270782)"
907252050,"(42.018427086422605, -93.6866276553865)"
907253130,"(42.01869896919504, -93.68328779777768)"
903429080,"(42.027971818210446, -93.62147019046543)"
527451060,"(42.05243194070072, -93.62933825707675)"
907418040,"(42.01513976423919, -93.68365655168881)"
911226030,"(42.02253088773595, -93.60415664642606)"
535402230,"(42.04029695918779, -93.61017181635671)"
527427230,"(42.055480009955986, -93.62436098549881)"
903204030,"(42.034485801090995, -93.62600197691495)"
923225360,"(41.99178597959184, -93.60408459183674)"
923225360,"(41.99178597959184, -93.60408459183674)"
903202120,"(42.0324470955923, -93.62635229303133)"
527455050,"(42.049934959970216, -93.62563073925816)"
903231190,"(42.03159277575579, -93.62450757959593)"
528275110,"(42.05923775779311, -93.64317104495814)"
906202040,"(42.032036157917815, -93.68548960015973)"
902401130,0
528382030,"(42.0526518040591, -93.65107187546664)"
907200190,"(42.02139720832133, -93.6867241326706)"
531451110,"(42.035488934679215, -93.68645464146189)"
906340130,"(42.026621, -93.68812023225244)"
923400025,"(41.986494575757575, -93.60920896969698)"
528480130,"(42.05141960255021, -93.64276862997761)"
534277070,"(42.044865, -93.621618)"
907203060,"(42.021137, -93.683401)"
528480160,"(42.0513878166948, -93.64373879864944)"
907135050,"(42.01914905339027, -93.69251494952086)"
916403010,"(41.997744142857144, -93.64658612244898)"
528482020,"(42.05210678848806, -93.64072038253975)"
905451320,"(42.0241324, -93.66768194285714)"
907135260,"(42.01968361807216, -93.6925101521455)"
527455280,"(42.04856553884273, -93.62659424143224)"
527451400,"(42.05168285625098, -93.62745846084785)"
528290030,"(42.05959467655501, -93.64394877789402)"
535154080,"(42.043940677332905, -93.61504249801379)"
909276110,"(42.01888519183492, -93.63958651461576)"
914476010,"(41.99691174840776, -93.60441480040153)"
535451210,"(42.036185242424246, -93.60886957575758)"
916402115,"(41.999606128573674, -93.6460387342286)"
527375160,"(42.05235439029177, -93.63222042442554)"
527252080,"(42.057602466708104, -93.62995821072127)"
916380060,"(41.99430241014268, -93.65322067199008)"
533125080,"(42.04772329614281, -93.65357221984912)"
908275180,"(42.01984976319134, -93.66351284112656)"
528348030,"(42.053445805679836, -93.65098677280659)"
907252190,"(42.01886017317223, -93.68306958453299)"
527190220,"(42.058192, -93.634333)"
534425015,"(42.041117489230956, -93.62478349895784)"
528172060,"(42.06160058376187, -93.64370732420437)"
909455060,0
527164120,"(42.058439044387654, -93.63675673845938)"
534477270,"(42.03708534557202, -93.62352184046208)"
527105050,"(42.06130990926636, -93.63904900420931)"
906394040,"(42.02324445241788, -93.68889711994818)"
902206240,"(42.0309689479991, -93.6104506558996)"
909253010,"(42.01693457142857, -93.6471167755102)"
909279080,0
907290040,"(42.017293244897964, -93.682723)"
535457020,"(42.034773, -93.60598114285713)"
902204120,"(42.03234126530612, -93.60880151020407)"
535301170,"(42.040951612244896, -93.61843908163266)"
923228230,"(41.991716, -93.601336)"
923202060,"(41.9921562718167, -93.6084029175788)"
904302260,"(42.02709255, -93.65670986122794)"
909275250,"(42.018688173076924, -93.64421892307692)"
531452080,"(42.03556280472201, -93.68623319529847)"
528138020,"(42.061195, -93.652376)"
905101330,"(42.033394087356385, -93.67143803722824)"
916475110,"(41.994364286083055, -93.6470082679869)"
534128020,"(42.048995, -93.632611)"
909475300,0
527358090,"(42.050002, -93.636786)"
909250120,"(42.0188722244898, -93.646474)"
909254150,"(42.016780204081634, -93.64625073469388)"
905202190,"(42.031528402880696, -93.66847303731996)"
527353060,"(42.052102958122724, -93.63832453179472)"
905478220,"(42.0238414218346, -93.65978848253647)"
902456015,"(42.023058, -93.60690671428571)"
916402015,"(41.999827071619414, -93.64472895643357)"
905426100,"(42.02700265, -93.66294744065243)"
923228220,"(41.9925693, -93.6021357)"
527182020,"(42.0597362244898, -93.63476085714287)"
528175060,"(42.05835704630041, -93.65029706380153)"
909451180,0
908102040,"(42.02056423823782, -93.6788680132983)"
903230110,"(42.03146458896717, -93.62472662642602)"
906223210,"(42.03178910996331, -93.6822364738541)"
527377030,"(42.0497753800013, -93.63046679126812)"
905101260,"(42.03338348441219, -93.67001168878241)"
903426180,"(42.028996734693884, -93.62171171428571)"
916475020,"(41.99533390909091, -93.64790984848484)"
905200490,"(42.03384193597784, -93.66934392154022)"
905401045,"(42.02862570937789, -93.66602692414153)"
902205090,"(42.032201816326534, -93.60768387755103)"
910205130,"(42.02139873643378, -93.62665305219953)"
528280130,"(42.05800970964109, -93.64182285981387)"
534127130,"(42.04809792269506, -93.63462414095068)"
526353030,"(42.05135967551002, -93.61727860987578)"
903481100,0
535402120,"(42.040069331513095, -93.60759889784791)"
527302210,"(42.054604937723646, -93.63646963865264)"
532378130,"(42.0346726686378, -93.66973775232464)"
902301130,"(42.029261857142856, -93.61826428571428)"
902103100,"(42.03220964639802, -93.61876687740953)"
535454100,"(42.034627923079576, -93.61031071353487)"
909250040,"(42.01908381632653, -93.64696563265306)"
902325070,"(42.02907646938775, -93.61392424489796)"
533125140,"(42.04859922225177, -93.65334224019912)"
924100060,"(41.991255804882385, -93.60003156989615)"
533251120,"(42.04475561393878, -93.64599539703968)"
907414020,"(42.01371945454545, -93.68541139393939)"
535451110,"(42.03598260606061, -93.60799793939394)"
535302130,"(42.04042164423877, -93.6170522793614)"
905402110,"(42.02654033333333, -93.66647533333332)"
905402110,"(42.02654033333333, -93.66647533333332)"
534175100,"(42.04354439370992, -93.63261046652536)"
527164060,"(42.058055, -93.635861)"
907270050,"(42.01739615254073, -93.68392905776105)"
528178010,"(42.058049377998074, -93.65495209183135)"
907200230,"(42.021392227562764, -93.68687474351474)"
527162090,"(42.05898185723344, -93.63811860669615)"
527450460,"(42.052547, -93.628226)"
528106120,"(42.06136236990053, -93.65673405932274)"
528294070,"(42.0585568173041, -93.64093664203897)"
535455090,"(42.034779020408166, -93.608867)"
535176070,"(42.044282569629246, -93.6131651392585)"
902405070,"(42.02710956480346, -93.60831767571221)"
535478090,"(42.034625874460026, -93.60475999674486)"
907202130,"(42.019851599999996, -93.68782843396224)"
902100030,"(42.03439316763602, -93.61898138864949)"
902105050,"(42.03230057142857, -93.61563177551021)"
534252270,"(42.04404295929859, -93.62576579920582)"
532377050,"(42.035684591836734, -93.67249157142857)"
534177210,"(42.04384912201061, -93.63130940099082)"
533221030,"(42.04617095588393, -93.64667015467221)"
909175030,"(42.01876393877551, -93.65184410204081)"
528164040,"(42.058476859767694, -93.65716540760377)"
527402240,"(42.05458686956521, -93.62644647826087)"
528181070,"(42.058446733625324, -93.65085734796777)"
535152130,"(42.04302518364962, -93.61714448801361)"
535353160,"(42.034911363673764, -93.62031613617994)"
907420080,"(42.01365228571429, -93.68414071428572)"
907410130,"(42.01630691836734, -93.68387924489797)"
534403410,"(42.041214097838505, -93.62741617421997)"
533205110,"(42.0476047890515, -93.64810461004222)"
907262050,"(42.01620173469388, -93.68697655102041)"
902405100,"(42.02717642489103, -93.60867184608313)"
534251280,"(42.0431717996238, -93.62596656923655)"
533205060,"(42.04743192670482, -93.64807924431726)"
907405130,"(42.015770499365665, -93.68672357061796)"
924100050,"(41.9933402, -93.6041191)"
923225370,"(41.99179093877551, -93.6040687755102)"
906203120,"(42.03254869387755, -93.68353202040817)"
903400220,"(42.02974284670459, -93.62746622915472)"
911370530,"(42.009164086706505, -93.61611797708161)"
528235120,"(42.0602303, -93.6439316)"
532477040,"(42.03748254812343, -93.66223155216619)"
528228430,"(42.06241273217415, -93.64167800035054)"
527357110,"(42.05037325787849, -93.63712515829857)"
907202100,"(42.019845, -93.685047)"
534127190,"(42.048809588731764, -93.63487771975764)"
535125070,"(42.048695960192305, -93.6155152580065)"
535401080,"(42.04017671411401, -93.60736901954861)"
534403400,"(42.041111440149905, -93.62703009793651)"
908188150,"(42.0188039551639, -93.66983825087546)"
527427160,"(42.05488151341967, -93.62498566826035)"
528326060,"(42.055766, -93.65259938850318)"
531385130,"(42.03513882316325, -93.68930842325092)"
906230030,"(42.03052266521096, -93.67893740605115)"
906426210,"(42.02775255353644, -93.67919610383032)"
527162110,"(42.05902552235423, -93.63902417513886)"
527276150,"(42.05675269387755, -93.62326030612245)"
907201230,"(42.02005014844595, -93.68713883684687)"
905104110,"(42.03130020342695, -93.67761417500942)"
914476330,"(41.99583736363636, -93.60254272727272)"
907290160,"(42.01628418948768, -93.68119088994777)"
907125080,"(42.02207108163265, -93.69203789795918)"
908188110,"(42.01880359919306, -93.66962901681569)"
528172150,"(42.05868780124198, -93.65214170611941)"
535350040,"(42.038242, -93.61891928571428)"
535302140,"(42.040499865432636, -93.61705367616844)"
528108010,"(42.06298473735977, -93.65423516290106)"
531375090,"(42.03779939641082, -93.69062607322525)"
526353050,"(42.051257, -93.616288)"
909276170,"(42.01853588619291, -93.64020250538066)"
528228295,"(42.06258395999818, -93.64167515527443)"
907202050,"(42.01961, -93.685229)"
916477060,0
905107240,"(42.031350675489506, -93.67361746234788)"
535305180,"(42.0393602020202, -93.61704195959595)"
531453040,"(42.0347606095106, -93.68499576324322)"
923277040,"(41.98787306972328, -93.60394051401822)"
528435070,"(42.054146461291175, -93.64249539030305)"
527454120,"(42.05015365745678, -93.62587040272199)"
923228290,"(41.991661771727685, -93.60205286361571)"
903451090,"(42.025409366124286, -93.62826716757365)"
527354050,"(42.0532638621418, -93.6356519938145)"
526351010,"(42.05269954061322, -93.61883290722689)"
908128110,"(42.019007, -93.67268585628636)"
905427050,"(42.0281850571351, -93.66078677774924)"
923230200,"(41.991581, -93.600982)"
528228565,"(42.06330724329676, -93.64175719165117)"
906402070,"(42.02875639751239, -93.68454880803424)"
528431070,"(42.05430953383287, -93.64266101521424)"
532378120,"(42.03469450295671, -93.66973712848696)"
907290020,"(42.01721389795919, -93.682723)"
905106210,"(42.03065626590733, -93.67625133130213)"
534276290,"(42.04264009172283, -93.62229194076319)"
528458140,"(42.0503128, -93.6481626)"
903453080,0
910203290,"(42.02143698915696, -93.62946088638577)"
534226060,"(42.04580647474747, -93.62457703030303)"
534178010,"(42.042074826893845, -93.6295010654081)"
907401060,"(42.01517981818182, -93.6878659090909)"
911225110,"(42.02253827375642, -93.60438564862078)"
911225110,"(42.02253827375642, -93.60438564862078)"
908250030,"(42.01803175, -93.6649803)"
909281010,"(42.01747083627112, -93.63975358571135)"
914475010,"(41.99707827717013, -93.60431648622732)"
923225050,"(41.992720967045045, -93.60530866046922)"
916455170,"(41.99549672727273, -93.64798054545454)"
534451170,"(42.03570702069996, -93.62936082004859)"
909175080,"(42.01745576208653, -93.651822)"
906225210,"(42.03075197899311, -93.679967)"
903234090,"(42.03153563265306, -93.62043069387755)"
907251090,"(42.01834544467016, -93.68766481029267)"
905475500,"(42.025078040816325, -93.66333636734694)"
528458180,"(42.0503128, -93.6481626)"
909252170,"(42.01711511708953, -93.64488430678455)"
906425045,"(42.02974456182286, -93.67994368720933)"
903228150,"(42.03368926530612, -93.62241787755102)"
534400050,"(42.040791, -93.629457)"
914452090,"(41.99436454761905, -93.60630972619047)"
528326030,"(42.05576867482281, -93.65225363297372)"
905402090,"(42.02677862546519, -93.66605586891379)"
907227060,"(42.0208016, -93.68312297142857)"
905102010,"(42.033180475682144, -93.6745246509813)"
907255020,"(42.017303285714284, -93.68560995918368)"
528315090,"(42.05414737981761, -93.65528388273721)"
528482010,"(42.05211211938322, -93.64081258920635)"
535304170,"(42.039626, -93.618395)"
528174030,"(42.05922767469544, -93.64943924872458)"
535402330,"(42.04122489445505, -93.610614)"
903226170,"(42.03367444897959, -93.62453530612244)"
911104060,"(42.019920661059764, -93.61542733620075)"
906403060,"(42.02893618784518, -93.68444564300935)"
908102320,"(42.020909424242426, -93.67640175757576)"
535454050,"(42.034797857142856, -93.609088)"
909276210,"(42.018848319180094, -93.64232664770807)"
528250030,"(42.06083992430277, -93.64039014736542)"
911175360,0
531375130,"(42.03779023299645, -93.69052701683279)"
907201060,"(42.02122648824435, -93.68688367985106)"
527208010,"(42.0615751, -93.6291384384083)"
902402150,"(42.028083367346944, -93.6084256122449)"
528174010,"(42.059217952125316, -93.64948587730069)"
903233120,"(42.03145560606061, -93.62152086868687)"
528490080,"(42.05089156910706, -93.63977789364255)"
527357180,"(42.051449727272725, -93.63746754545454)"
532354090,"(42.03487773148428, -93.67371450855045)"
527354200,"(42.052691714285714, -93.63730291836734)"
903233050,"(42.03237266666667, -93.6215438888889)"
535378020,"(42.03607759183674, -93.61408379591836)"
528250070,"(42.060090140837374, -93.64027299918295)"
535353240,"(42.036185914349126, -93.62029508197647)"
528240060,"(42.06025005647437, -93.64142675603722)"
903228040,"(42.033556530612245, -93.62156963265306)"
533252130,"(42.04298891836734, -93.64575671428571)"
535325290,"(42.03849757142857, -93.61243712244898)"
907401090,"(42.01423159183674, -93.68747755102041)"
908225290,"(42.02042696117159, -93.66464522571768)"
905200290,"(42.03253748979592, -93.66554281632652)"
535179120,"(42.04305854270129, -93.6127537651229)"
905103030,"(42.03237534962453, -93.672494760584)"
907262060,"(42.015998, -93.687873)"
909254090,"(42.016264, -93.644405)"
909175100,"(42.01733036556407, -93.651822)"
923276250,"(41.9874384, -93.6038168)"
527401130,"(42.05653622292416, -93.6262780908437)"
534201040,"(42.04797712829743, -93.62906842068895)"
908127120,"(42.020916755102036, -93.67310073469388)"
905105260,"(42.03116806035273, -93.67742937034932)"
904351200,"(42.02283281632653, -93.65741271428571)"
902207110,"(42.031128547575314, -93.60684206639307)"
902100110,"(42.03338514285715, -93.61858214285715)"
902105010,"(42.03316868097388, -93.61590522326648)"
909426060,"(42.01494529764479, -93.63984137116495)"
534401140,"(42.0392109, -93.6294784)"
527377110,"(42.04907590142522, -93.63267379956629)"
908102290,"(42.02110348484849, -93.67640515151516)"
907252120,"(42.01886496403276, -93.68508322478161)"
535451170,"(42.03595241414142, -93.60886785858587)"
903425245,"(42.026882, -93.62525)"
902107050,"(42.031376465559255, -93.61730224444268)"
531477020,"(42.036558, -93.678898)"
905104180,"(42.03102234891576, -93.67805045810474)"
909177120,"(42.01705749125654, -93.65159811836796)"
528228375,"(42.06311145561556, -93.6404083005542)"
906475170,"(42.02441242578105, -93.68396438625858)"
534451150,"(42.035606740800404, -93.62932983124063)"
535375010,"(42.038222600566144, -93.61435295902842)"
909455030,0
528354050,"(42.05269867702985, -93.65677224954827)"
534455080,"(42.03820447062935, -93.62704705046264)"
903201090,"(42.03335272222222, -93.62767558333334)"
910226060,"(42.02142712244898, -93.62510589795917)"
910226060,"(42.02142712244898, -93.62510589795917)"
916125425,"(41.998546795918365, -93.65888812244897)"
534128210,"(42.046481193134674, -93.63331189475613)"
528328100,"(42.05443754843614, -93.65124218090162)"
903429010,"(42.02874720155019, -93.62053553101667)"
531384030,"(42.03498006470297, -93.68991858232673)"
528110020,"(42.0630493, -93.6559183)"
532351050,"(42.036070387755096, -93.67440985714286)"
527328010,"(42.05643197161087, -93.63254618038142)"
902201090,"(42.03329495918367, -93.60872140816326)"
534127270,"(42.04873920408163, -93.6359494489796)"
531379050,"(42.03686267652424, -93.68929512185457)"
907135080,"(42.01904140419989, -93.69229306514396)"
908152280,"(42.01875699429935, -93.67328652374167)"
905106150,"(42.029895510486824, -93.6767330344811)"
527454050,"(42.05052122199741, -93.62608464092632)"
923276260,"(41.9874384, -93.6038168)"
533223010,"(42.046461875977286, -93.64544681251397)"
534475170,"(42.034735845367834, -93.62560141242315)"
533212020,"(42.04760576262371, -93.6449265406404)"
533212020,"(42.04760576262371, -93.6449265406404)"
535180020,"(42.04288865097901, -93.61364245694682)"
527403120,"(42.05455987750386, -93.62795353815586)"
528376010,"(42.05257444095413, -93.65405592868406)"
527252050,"(42.0596998073891, -93.62960627193151)"
533221100,"(42.046176074866885, -93.64674578351716)"
528250060,"(42.060120711256054, -93.64027799877442)"
535378120,"(42.036071142857146, -93.61543326530612)"
903427090,"(42.02891119630249, -93.62054253089792)"
528488120,"(42.05122408118039, -93.64361043552432)"
910206110,"(42.02027379591837, -93.62686902040817)"
905107110,"(42.03129138585015, -93.67151022351354)"
902401030,"(42.02826922093435, -93.60892366574294)"
527106150,"(42.060580642661286, -93.63873212472623)"
534430090,"(42.03920211409396, -93.62297802013423)"
923225150,"(41.99133917447501, -93.60453041284202)"
909475230,0
908152060,"(42.01983695918367, -93.67381812244898)"
905426200,"(42.02654288104371, -93.66374178824337)"
909103020,"(42.02086426530612, -93.65582469387755)"
902330040,"(42.02812757375572, -93.61061975409754)"
908152035,"(42.01983928571428, -93.67360714285714)"
528292040,"(42.05709104833873, -93.64152654648849)"
534276010,"(42.04504742401709, -93.62360488018683)"
534276010,"(42.04504742401709, -93.62360488018683)"
534175010,"(42.045475818181814, -93.63383418181817)"
909252150,"(42.01711241139302, -93.64474187118971)"
905228020,"(42.0327839380219, -93.65939342583047)"
535180100,"(42.042148, -93.612503)"
923252080,"(41.987451489795916, -93.604969)"
906392100,"(42.02383501275371, -93.6891240580733)"
907194010,"(42.01651302063701, -93.6892086342482)"
535402100,"(42.04014941166468, -93.60776791494204)"
902329070,"(42.02804506830828, -93.6124565522069)"
903234030,"(42.03247928571429, -93.62044965306123)"
533130170,"(42.045772413444254, -93.6522149891641)"
534275100,"(42.04237125262611, -93.62250919893589)"
527158020,"(42.05919, -93.635558)"
909100170,"(42.02224722059627, -93.65686398117617)"
527107010,"(42.0603486959744, -93.63745234836202)"
532378180,"(42.034589545454544, -93.67004396969696)"
534479120,"(42.03498958150041, -93.62053982633489)"
923203100,"(41.99304420509126, -93.60816408565162)"
902128100,"(42.0321689780129, -93.61419323795631)"
528172080,"(42.05865435025579, -93.65130933642588)"
528172050,"(42.061612922474545, -93.64367667643418)"
528344100,"(42.05340275733797, -93.65230877915735)"
905226130,"(42.033632835927946, -93.66194715352418)"
907135180,"(42.01887042440511, -93.69268774291102)"
907180050,"(42.01834130645958, -93.69068352578893)"
909252020,"(42.01909889183453, -93.64509064963066)"
534276160,"(42.04261932346703, -93.62139972114163)"
527225035,"(42.061529420502694, -93.62385858501341)"
923229110,"(41.99006188397296, -93.60529940316185)"
528240030,"(42.06114085708555, -93.641526)"
526352080,"(42.051405219787505, -93.61846536488973)"
534476260,"(42.036118067114096, -93.62457037583893)"
905352140,0
531382090,"(42.03586734570598, -93.68984638246268)"
902329030,"(42.02822412244898, -93.6122507755102)"
535303150,"(42.03840614285714, -93.61885120408164)"
911370540,"(42.009178391137674, -93.61611998472108)"
535176100,"(42.04435263296085, -93.61330526592171)"
535457070,"(42.034796285714286, -93.60670585714286)"
909250220,"(42.01885400251003, -93.64838331434242)"
534450150,"(42.035465667873304, -93.62954600198024)"
528290190,"(42.05783812776285, -93.64159003108827)"
902109080,"(42.03029130520363, -93.61867631787278)"
527453010,"(42.050701, -93.62467)"
903430130,"(42.02699542127183, -93.62264784136815)"
902206040,"(42.03125390909091, -93.60899563636363)"
528292070,"(42.05693096765655, -93.64145647188434)"
533223080,"(42.04623312513961, -93.64544354464485)"
535153140,"(42.04479406584831, -93.61750567835146)"
528221070,"(42.06199354292688, -93.64503061185394)"
533352150,"(42.03456663265306, -93.659175)"
528327060,"(42.05541185874376, -93.65417324608488)"
528354060,"(42.05269711301851, -93.65683520100481)"
905452040,0
527425035,"(42.056575537958985, -93.62422771374995)"
535455060,"(42.03468248979592, -93.60798526530613)"
905225090,"(42.03266336780784, -93.66229552840989)"
528344070,"(42.05341336780527, -93.65253081839026)"
527161010,"(42.05881247544263, -93.63925915859912)"
535125010,"(42.04888291835724, -93.61428673550057)"
531451280,"(42.035437597420035, -93.68764255174865)"
