PID,SalePrice,MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Pool,PorchArea,TotalBath
903227020,128000,50,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,6,6,1940,1950,Gable,CompShg,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,LwQ,264.0,Unf,0.0,308.0,GasA,Ex,Y,FuseA,848,348,0,3,1,TA,6,Typ,2,Gd,Detchd,Unf,2.0,576.0,TA,TA,Y,0,None,None,None,0,3,2010,WD ,Normal,No,0,2.0
903227070,117000,50,50.0,6000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,5,8,1925,1997,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,884.0,GasA,Ex,Y,SBrkr,884,464,0,3,1,TA,5,Typ,1,Fa,Detchd,Unf,1.0,216.0,TA,TA,N,0,None,None,None,0,5,2009,WD ,Normal,No,208,2.0
903227080,120000,50,50.0,6000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,6,7,1929,1950,Gable,CompShg,WdShing,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,862.0,GasA,TA,Y,SBrkr,950,208,0,3,1,TA,5,Typ,1,Gd,BuiltIn,RFn,1.0,208.0,TA,TA,Y,0,None,None,None,0,7,2008,WD ,Normal,No,112,1.0
903227090,132500,50,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,6,6,1939,1950,Gable,CompShg,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,780.0,GasA,Ex,Y,FuseF,825,587,0,4,1,TA,6,Typ,1,Gd,Detchd,Unf,1.0,280.0,TA,TA,Y,45,None,None,None,0,5,2009,WD ,Normal,No,0,1.0
903227140,128000,70,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,6,6,1939,1950,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,276.0,Unf,0.0,324.0,GasA,Ex,Y,SBrkr,608,624,0,3,1,TA,6,Typ,2,TA,Attchd,Unf,1.0,217.0,TA,TA,Y,0,None,GdWo,None,0,2,2007,WD ,Normal,No,0,1.5
903227150,132000,50,53.0,6360,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,5,6,1942,1950,Gable,CompShg,MetalSd,Stone,300.0,TA,TA,CBlock,TA,TA,No,Rec,360.0,LwQ,159.0,316.0,GasA,TA,Y,FuseA,955,498,0,3,1,Gd,7,Min2,2,Fa,Detchd,Unf,1.0,240.0,TA,TA,Y,0,None,None,None,0,3,2010,WD ,Normal,No,183,1.5
903228040,157000,50,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,6,7,1937,2000,Gable,CompShg,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,201.0,LwQ,162.0,462.0,GasA,Ex,Y,SBrkr,825,672,0,3,1,TA,5,Typ,0,None,Detchd,Unf,1.0,672.0,TA,TA,Y,272,None,GdPrv,None,0,5,2008,WD ,Normal,No,0,2.0
903228060,105000,50,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,6,5,1939,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,264.0,Unf,0.0,475.0,GasA,Ex,Y,SBrkr,874,468,0,2,2,TA,7,Typ,1,Gd,Detchd,Unf,1.0,240.0,TA,TA,Y,0,None,None,None,0,4,2008,WD ,Normal,No,0,2.0
903228070,93000,50,60.0,6000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,5,5,1924,1950,Gable,CompShg,Stucco,BrkFace,444.0,TA,TA,BrkTil,TA,TA,No,Rec,220.0,Unf,0.0,248.0,GasA,Gd,Y,SBrkr,822,320,0,3,1,TA,6,Typ,0,None,Attchd,Fin,1.0,320.0,TA,TA,Y,0,None,None,None,0,6,2009,WD ,Normal,No,98,1.0
903228080,131000,50,60.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,6,6,1941,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,Gd,No,ALQ,375.0,Unf,0.0,360.0,GasA,Ex,Y,SBrkr,869,349,0,3,1,TA,6,Typ,1,Gd,Detchd,Unf,2.0,440.0,TA,TA,Y,0,None,None,None,0,3,2007,WD ,Normal,No,0,1.5
903228090,113000,45,50.0,5000,Pave,None,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,6,7,1926,1950,Gable,CompShg,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,992.0,GasA,Ex,Y,SBrkr,1013,0,0,3,1,TA,6,Typ,0,None,Detchd,Unf,1.0,160.0,Fa,TA,Y,0,None,None,None,0,4,2008,WD ,Normal,No,101,1.0
903228120,119000,45,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,6,7,1926,2004,Gable,CompShg,Wd Sdng,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,884.0,GasA,Gd,Y,SBrkr,904,0,0,2,1,TA,4,Typ,0,None,Detchd,Unf,1.0,180.0,TA,TA,Y,0,None,None,None,0,1,2009,WD ,Normal,No,105,1.0
903228150,139900,50,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,6,7,1948,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,300.0,Unf,0.0,480.0,GasA,TA,Y,SBrkr,780,636,0,3,1,TA,6,Typ,0,None,Detchd,Unf,1.0,312.0,TA,TA,P,221,None,None,None,0,3,2010,WD ,Normal,No,48,1.5
903229040,119900,190,65.0,7800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,5,7,1939,1950,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,507.0,Unf,0.0,286.0,GasA,TA,Y,SBrkr,793,325,0,3,1,TA,5,Typ,1,Gd,Detchd,Unf,2.0,410.0,TA,TA,Y,0,None,MnPrv,None,0,5,2006,WD ,Normal,No,271,2.0
903230100,100000,30,60.0,6911,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,5,5,1924,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405.0,Unf,0.0,740.0,GasA,TA,Y,SBrkr,1301,0,0,2,1,Fa,5,Min1,0,None,Detchd,Unf,2.0,440.0,TA,TA,Y,0,None,None,None,0,10,2009,WD ,Normal,No,0,1.0
903230110,115000,50,60.0,5520,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,5,7,1920,1997,Gable,CompShg,AsbShng,None,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,68.0,Unf,0.0,497.0,GasA,TA,Y,SBrkr,565,651,0,3,1,TA,6,Typ,1,Gd,BuiltIn,RFn,1.0,355.0,Fa,TA,Y,0,None,MnPrv,None,0,4,2008,WD ,Normal,No,180,2.0
903230120,79000,20,99.0,5940,Pave,None,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,Feedr,4,7,1946,1950,Gable,CompShg,MetalSd,None,0.0,TA,TA,PConc,None,None,None,None,0.0,None,0.0,0.0,GasA,TA,Y,FuseA,896,0,0,2,1,TA,4,Typ,0,None,Detchd,Unf,1.0,280.0,TA,TA,Y,0,None,MnPrv,None,0,4,2008,ConLD,Abnorml,No,0,1.0
903231010,141500,50,51.0,6120,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,5,6,1936,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,927.0,GasA,TA,Y,SBrkr,1067,472,0,3,1,TA,5,Typ,0,None,Detchd,Unf,2.0,576.0,TA,TA,Y,112,None,MnPrv,None,0,4,2009,WD ,Normal,No,0,1.5
903231030,133000,50,51.0,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,4,7,1935,1995,Gable,CompShg,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,884.0,GasA,Ex,Y,SBrkr,989,584,0,3,1,Gd,6,Typ,0,None,Detchd,Unf,1.0,240.0,TA,TA,Y,0,None,None,None,0,7,2009,WD ,Normal,No,174,1.0
903231050,113000,45,51.0,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,5,7,1939,1950,Gable,CompShg,AsbShng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,884.0,GasA,Ex,Y,SBrkr,884,0,0,2,1,TA,5,Typ,0,None,Detchd,Unf,1.0,240.0,TA,TA,Y,0,None,MnPrv,None,0,7,2007,WD ,Normal,No,136,1.0
903231060,60000,30,51.0,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,2,3,1936,1950,Gable,CompShg,AsbShng,None,0.0,Fa,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,264.0,Grav,Fa,N,FuseA,800,0,0,1,1,Fa,4,Maj1,1,Po,None,None,0.0,0.0,None,None,N,0,None,None,None,0,1,2009,ConLw,Normal,No,0,1.0
903231070,114500,50,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,6,6,1934,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,816.0,GasA,TA,Y,SBrkr,816,0,360,3,1,TA,6,Typ,1,Gd,Detchd,Unf,2.0,528.0,TA,TA,Y,112,None,MnPrv,Shed,400,9,2006,WD ,Normal,No,0,1.0
903231080,123000,50,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,4,7,1929,1950,Gable,CompShg,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,80.0,Unf,0.0,624.0,GasA,Ex,Y,SBrkr,624,512,0,2,1,TA,6,Typ,0,None,Detchd,Unf,1.0,336.0,TA,TA,Y,0,None,None,None,0,8,2008,WD ,Normal,No,445,1.5
903231090,126000,50,51.5,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,6,5,1938,1950,Gable,CompShg,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,52.0,Unf,0.0,809.0,GasA,Gd,Y,SBrkr,861,548,0,3,1,TA,6,Typ,1,Gd,Detchd,Unf,2.0,528.0,TA,TA,Y,225,None,None,None,0,3,2007,WD ,Normal,No,84,2.5
903231130,105000,30,51.0,6120,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,5,7,1931,1993,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,209.0,Unf,0.0,506.0,GasA,TA,Y,FuseA,875,0,0,2,1,TA,5,Typ,0,None,Detchd,Unf,1.0,180.0,Fa,TA,Y,48,None,None,None,0,11,2009,WD ,Normal,No,0,2.0
903231180,132000,50,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,5,8,1939,1952,Gable,CompShg,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,48.0,Unf,0.0,624.0,GasA,Ex,Y,SBrkr,899,423,0,4,1,TA,7,Typ,0,None,Detchd,Unf,1.0,280.0,TA,TA,Y,0,None,MnPrv,None,0,7,2007,WD ,Normal,No,0,2.0
903231190,115000,50,51.5,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,5,4,1936,1950,Gable,CompShg,MetalSd,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,896.0,GasA,Gd,Y,FuseA,896,448,0,3,1,TA,7,Typ,0,None,Detchd,Unf,1.0,240.0,Fa,TA,Y,200,None,None,None,0,4,2006,WD ,Normal,No,114,1.0
903232030,81300,30,51.5,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,5,6,1945,1995,Gable,CompShg,Plywood,None,0.0,TA,Gd,CBlock,None,None,None,None,0.0,None,0.0,0.0,GasA,Gd,N,SBrkr,808,0,0,1,1,TA,6,Min2,0,None,Attchd,Unf,1.0,164.0,TA,TA,P,0,None,None,None,0,6,2008,WD ,Normal,No,48,1.0
903232060,115000,30,51.0,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,5,6,1925,1999,Gable,CompShg,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,960.0,GasA,Gd,Y,SBrkr,995,0,0,2,1,TA,5,Typ,0,None,Detchd,Unf,1.0,264.0,TA,TA,Y,0,None,MnPrv,None,0,3,2009,WD ,Abnorml,No,66,1.0
903232090,162900,50,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,5,7,1930,1992,Gable,CompShg,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1078.0,GasA,TA,Y,SBrkr,1128,445,0,3,1,TA,8,Typ,1,Gd,Detchd,Unf,2.0,360.0,TA,TA,P,0,None,None,None,0,6,2008,WD ,Normal,No,0,2.0
903232100,131750,50,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,5,7,1930,1992,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,966.0,GasA,Ex,Y,SBrkr,1014,412,0,3,1,TA,6,Typ,1,Gd,Detchd,Unf,1.0,230.0,Fa,TA,Y,174,None,GdPrv,None,0,7,2007,WD ,Normal,No,96,1.0
903232170,80500,50,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,4,5,1947,1950,Gable,CompShg,AsbShng,None,0.0,TA,TA,Slab,None,None,None,None,0.0,None,0.0,0.0,GasA,Gd,N,SBrkr,672,240,0,2,1,TA,3,Typ,0,None,None,None,0.0,0.0,None,None,N,0,None,None,None,0,7,2006,WD ,Normal,No,0,1.0
903232190,123900,50,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,5,7,1936,1980,Gable,CompShg,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,276.0,Unf,0.0,252.0,GasA,Gd,Y,SBrkr,548,492,0,2,1,TA,5,Typ,0,None,Detchd,Fin,2.0,624.0,TA,TA,P,306,None,None,None,0,5,2010,WD ,Normal,No,32,1.0
903233030,132500,50,51.0,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,5,6,1926,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,351.0,Unf,0.0,405.0,GasA,Gd,Y,FuseA,903,378,0,2,1,Gd,6,Typ,0,None,Detchd,Unf,2.0,379.0,TA,TA,Y,25,None,None,None,0,8,2007,WD ,Normal,No,0,2.0
903233050,137500,70,51.0,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,5,8,1920,2004,Gable,CompShg,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,939.0,GasA,Ex,Y,SBrkr,939,574,0,4,1,TA,8,Typ,0,None,Detchd,Unf,1.0,180.0,Fa,Fa,N,24,None,None,None,0,5,2007,WD ,Normal,No,150,1.5
903233080,150000,50,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,7,5,1939,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Rec,300.0,LwQ,240.0,449.0,GasA,TA,Y,SBrkr,1245,764,0,4,1,TA,7,Min2,1,Gd,Detchd,Unf,2.0,400.0,TA,TA,Y,0,None,MnPrv,None,0,1,2008,WD ,Normal,No,20,2.0
903233100,149000,50,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,5,6,1928,1950,Gable,CompShg,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1042.0,GasA,Ex,Y,SBrkr,1042,534,0,3,1,TA,8,Typ,1,Gd,Detchd,Unf,1.0,225.0,TA,TA,Y,0,None,None,None,0,8,2006,WD ,Family,No,0,1.0
903233120,138400,50,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,5,5,1930,1950,Gable,CompShg,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,448.0,Unf,0.0,480.0,GasA,TA,Y,FuseF,928,608,0,4,1,TA,7,Typ,1,Gd,Detchd,Unf,2.0,480.0,TA,TA,Y,0,None,MnPrv,None,0,3,2010,WD ,Normal,No,10,2.0
903233140,132000,45,51.0,6120,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,7,8,1929,2001,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,832.0,GasA,Ex,Y,FuseA,854,0,0,2,1,TA,5,Typ,0,None,Detchd,Unf,2.0,576.0,TA,TA,Y,48,None,GdPrv,None,0,7,2007,WD ,Normal,No,112,1.0
903233180,127500,50,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,6,6,1931,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,425.0,Unf,0.0,459.0,GasA,TA,Y,FuseA,959,408,0,3,1,TA,6,Typ,1,Gd,Detchd,Unf,1.0,560.0,TA,TA,Y,0,None,None,None,0,11,2007,WD ,Normal,No,120,1.0
903233220,110000,50,51.0,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,5,7,1930,1984,Gable,CompShg,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,741.0,GasA,Gd,Y,SBrkr,741,583,0,3,1,Gd,7,Typ,0,None,Detchd,Unf,1.0,180.0,Fa,TA,Y,0,None,None,None,0,2,2006,WD ,Normal,No,55,1.0
903234030,110500,30,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,6,6,1925,1980,Gable,CompShg,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,397.0,Unf,0.0,706.0,GasA,Gd,Y,SBrkr,1103,0,0,2,1,Gd,5,Typ,1,Gd,Detchd,Unf,2.0,440.0,TA,TA,Y,166,None,MnPrv,None,0,7,2006,WD ,Normal,No,120,1.0
903234050,109500,30,51.0,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,6,5,1923,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,Fa,No,ALQ,960.0,Unf,0.0,164.0,GasA,TA,Y,SBrkr,1068,0,0,2,1,TA,5,Typ,1,Gd,Detchd,Unf,1.0,288.0,TA,TA,Y,0,None,None,None,0,3,2010,WD ,Normal,No,128,2.0
903234090,123500,70,51.0,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,5,5,1923,1950,Gambrel,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,203.0,Unf,0.0,897.0,GasA,TA,Y,SBrkr,1226,676,0,4,1,TA,7,Typ,0,None,Detchd,Unf,2.0,576.0,TA,TA,Y,0,None,None,None,0,10,2008,WD ,Normal,No,194,2.0
903234160,102000,30,60.0,6180,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,6,5,1926,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,960.0,GasA,TA,N,SBrkr,986,0,0,2,1,TA,5,Typ,1,Gd,Detchd,Unf,1.0,180.0,TA,TA,Y,0,None,None,None,0,5,2007,WD ,Normal,No,128,1.0
903234220,150000,50,51.0,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,5,6,1938,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,273.0,Unf,0.0,679.0,GasA,TA,Y,FuseA,994,588,0,3,1,TA,6,Typ,1,Gd,Detchd,Unf,1.0,250.0,Fa,TA,Y,189,None,None,None,0,2,2009,WD ,Normal,No,184,2.0
903235010,128000,70,60.0,6155,Pave,None,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,RRNn,6,8,1920,1999,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,Fa,Mn,Unf,0.0,Unf,0.0,611.0,GasA,Ex,Y,SBrkr,751,611,0,3,1,TA,6,Typ,0,None,Detchd,Fin,2.0,502.0,TA,Fa,Y,0,None,None,None,0,6,2008,WD ,Normal,No,84,2.0
903235020,89000,30,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,5,7,1921,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,616.0,Unf,0.0,0.0,GasA,Gd,Y,SBrkr,616,0,0,2,1,TA,4,Typ,0,None,Detchd,Unf,1.0,205.0,TA,TA,Y,0,None,None,None,0,6,2006,WD ,Normal,No,129,1.0
903235100,68500,30,60.0,6324,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,4,6,1927,1950,Gable,CompShg,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,520.0,GasA,Fa,N,SBrkr,520,0,0,1,1,Fa,4,Typ,0,None,Detchd,Unf,1.0,240.0,Fa,TA,Y,49,None,None,None,0,5,2008,WD ,Normal,No,87,1.0
903236010,127000,50,50.0,8635,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,5,5,1948,2001,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336.0,GLQ,41.0,295.0,GasA,TA,Y,SBrkr,1072,213,0,2,1,TA,6,Min1,0,None,Detchd,Unf,1.0,240.0,TA,TA,Y,0,None,MnPrv,None,0,1,2008,WD ,Normal,No,0,2.0
903236040,126500,30,50.0,8635,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,5,5,1925,1950,Hip,CompShg,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,LwQ,134.0,Unf,0.0,938.0,GasA,TA,Y,SBrkr,1072,0,0,2,1,TA,5,Typ,0,None,Detchd,Unf,5.0,1184.0,Fa,TA,P,0,None,None,None,0,8,2009,WD ,Normal,No,105,2.0
903236130,200000,70,47.0,7755,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,6,8,1918,1995,Gable,CompShg,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1100.0,GasA,Ex,Y,FuseA,1100,1164,0,4,1,TA,8,Typ,0,None,Detchd,Unf,1.0,408.0,TA,TA,Y,0,None,MnPrv,None,0,5,2007,WD ,Normal,No,152,2.5
903236200,113000,45,58.0,6380,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,5,6,1922,1950,Gable,CompShg,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,993.0,GasA,TA,Y,FuseA,1048,0,0,2,1,TA,5,Typ,1,Gd,Detchd,Unf,1.0,280.0,TA,TA,Y,0,None,None,None,0,8,2006,WD ,Normal,No,116,1.0
903400030,109000,30,50.0,11672,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,5,5,1925,1950,Gable,CompShg,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,GasA,TA,Y,FuseA,816,0,0,2,1,TA,4,Typ,0,None,Detchd,Unf,1.0,210.0,Fa,Fa,N,168,None,None,None,0,7,2006,WD ,Normal,No,112,1.0
903400040,180500,70,60.0,13515,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,764.0,GasA,Ex,Y,FuseA,1060,764,0,3,1,TA,8,Typ,1,Gd,Detchd,Unf,2.0,520.0,TA,TA,N,0,None,GdPrv,None,0,7,2007,WD ,Normal,No,126,1.0
903400180,207000,50,64.0,13053,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,6,7,1923,2000,Gambrel,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,833.0,GasA,Gd,Y,SBrkr,1053,795,0,4,1,Gd,8,Typ,1,Gd,Detchd,Unf,2.0,370.0,TA,TA,N,0,None,None,None,0,6,2008,WD ,Normal,No,220,1.5
903400220,214500,75,51.5,11888,Pave,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,6,6,1916,1994,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,844.0,GasA,Gd,N,FuseA,1445,689,0,5,1,Gd,10,Typ,0,None,Detchd,Unf,2.0,441.0,TA,TA,Y,0,None,None,None,0,7,2009,WD ,Normal,No,328,2.0
903401020,184000,50,60.0,9120,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,7,6,1925,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,Gd,PConc,TA,TA,No,Rec,329.0,Unf,0.0,697.0,GasA,Ex,Y,SBrkr,1133,687,0,4,1,TA,8,Typ,0,None,Detchd,Unf,1.0,240.0,TA,TA,N,0,None,GdPrv,None,0,6,2008,WD ,Normal,No,100,3.0
903401030,162500,50,60.0,9144,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,6,4,1915,2004,Gable,CompShg,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,810.0,GasA,Ex,Y,SBrkr,1170,546,0,4,1,Gd,8,Typ,0,None,Detchd,Unf,2.0,672.0,TA,TA,Y,0,None,None,None,0,3,2008,WD ,Normal,No,195,2.0
