PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Prop_Addr
535426130,2080,135000,60,RL,70,11606,Pave,None,IR1,HLS,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,2Story,5,5,1969,1969,Gable,CompShg,Plywood,Plywood,BrkFace,192,TA,TA,PConc,Gd,TA,Av,Rec,650,Unf,0,390,1040,GasA,TA,Y,SBrkr,1040,1040,0,0,1,1,2,5,1,Fa,9,Typ,2,TA,Attchd,1969,Unf,2,504,TA,TA,Y,335,0,0,0,0,0,None,None,None,0,9,2007,WD ,Family,621 CARR DR
535426150,1142,113500,20,RL,80,9000,Pave,None,IR1,HLS,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Flat,Tar&Grv,Wd Sdng,Wd Sdng,BrkFace,82,TA,TA,CBlock,Gd,TA,Gd,Unf,0,Unf,0,160,160,GasA,Fa,Y,SBrkr,1142,0,0,0,0,1,0,2,1,TA,5,Typ,1,Gd,Basment,1958,RFn,1,384,TA,TA,Y,0,28,64,0,0,0,None,None,None,0,4,2009,WD ,Normal,
535426195,1600,207500,20,RL,47,16321,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Gd,BLQ,1277,Unf,0,207,1484,GasA,TA,Y,SBrkr,1600,0,0,1,0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,1957,RFn,1,319,TA,TA,Y,288,258,0,0,0,0,None,None,None,0,12,2006,WD ,Normal,1630 CRESTWOOD CIR
535426260,1253,157000,20,RL,73,10920,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,MetalSd,MetalSd,BrkFace,212,TA,TA,CBlock,TA,TA,No,BLQ,733,Unf,0,520,1253,GasA,TA,Y,SBrkr,1253,0,0,1,0,1,1,2,1,TA,5,Typ,1,Fa,Attchd,1960,RFn,1,352,TA,TA,Y,0,213,176,0,0,0,None,GdWo,None,0,5,2008,WD ,Normal,1605 CRESTWOOD CIR
535426350,1081,148000,20,RL,73,12929,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1993,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,276,TA,TA,CBlock,TA,TA,Gd,GLQ,697,Unf,0,384,1081,GasA,TA,Y,SBrkr,1081,0,0,1,0,1,0,3,1,TA,5,Typ,0,None,CarPort,1960,Unf,1,401,TA,TA,Y,36,82,0,0,0,0,None,None,None,0,6,2008,WD ,Normal,1810 GEORGE ALLEN AVE
535427070,2069,242000,20,RL,313,27650,Pave,None,IR2,HLS,AllPub,Inside,Mod,NAmes,PosA,Norm,1Fam,1Story,7,7,1960,2007,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,Gd,TA,Gd,GLQ,425,Unf,0,160,585,GasA,Ex,Y,SBrkr,2069,0,0,1,0,2,0,4,1,Gd,9,Typ,1,Gd,Attchd,1960,RFn,2,505,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,11,2008,WD ,Normal,1724 MEADOWLANE AVE
535450070,1268,133000,40,RL,60,12144,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,None,0,Gd,TA,CBlock,TA,TA,No,Rec,375,Unf,0,457,832,GasA,Gd,Y,SBrkr,1036,0,232,0,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1949,Unf,1,288,TA,TA,Y,0,28,0,0,0,0,None,None,Othr,0,9,2009,WD ,Normal,1511 CARROLL AVE
535450100,1521,147500,50,RL,60,12144,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,6,1950,1950,Gable,CompShg,BrkComm,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,455,Unf,0,455,910,GasA,Gd,Y,SBrkr,910,611,0,0,0,1,1,3,1,Gd,6,Min2,0,None,Detchd,1950,Unf,1,597,Fa,TA,Y,199,0,168,0,0,0,None,None,None,0,9,2006,WD ,Normal,1431 CARROLL AVE
535450190,924,122900,50,RL,60,8064,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,Mn,Unf,0,Unf,0,672,672,GasA,Ex,Y,SBrkr,672,252,0,0,0,1,0,3,1,TA,6,Typ,1,Po,Detchd,2003,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,Shed,2000,7,2007,WD ,Normal,1402 DUFF AVE
535450210,1224,132000,50,RL,60,8064,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,8,1948,2004,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,ALQ,481,Rec,174,161,816,GasA,TA,Y,SBrkr,816,408,0,1,0,1,0,3,1,TA,5,Typ,0,None,Detchd,1950,Unf,1,280,TA,TA,Y,414,0,0,0,0,0,None,GdWo,None,0,5,2010,WD ,Normal,1412 DUFF AVE
535450220,1082,119200,20,RL,60,11664,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,6,5,1948,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,206,TA,TA,CBlock,TA,Fa,No,BLQ,336,Unf,0,746,1082,GasA,TA,Y,SBrkr,1082,0,0,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1948,Unf,1,240,TA,TA,Y,0,130,0,0,0,0,None,None,None,0,11,2007,WD ,Normal,1416 DUFF AVE
535450310,1846,143000,50,RL,78,10496,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320,TA,TA,CBlock,TA,TA,Mn,Rec,196,Unf,0,844,1040,GasA,Ex,Y,SBrkr,1168,678,0,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1949,Unf,1,315,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,1,2007,WD ,Normal,1524 DUFF AVE
535451010,910,116000,20,RL,74,8892,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,None,0,Gd,TA,Stone,TA,TA,Av,Unf,0,Unf,0,105,105,GasA,Gd,Y,SBrkr,910,0,0,0,0,1,0,3,1,Gd,5,Typ,0,None,Attchd,1953,Unf,2,414,TA,TA,Y,196,0,150,0,0,0,None,GdWo,None,0,10,2008,WD ,Normal,214 E 16TH ST
535451040,988,119000,20,RL,60,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,534,Rec,96,246,876,GasA,TA,Y,SBrkr,988,0,0,0,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1950,Unf,1,276,TA,TA,Y,0,80,0,0,0,0,None,None,None,0,5,2007,WD ,Normal,1517 STAFFORD AVE
535451100,1238,102000,20,RL,60,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1950,1950,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,432,Unf,0,432,864,GasA,Fa,Y,FuseA,1238,0,0,0,0,1,1,3,1,TA,6,Min2,1,TA,Attchd,1950,Unf,1,357,TA,TA,Y,0,171,0,0,0,0,None,None,None,0,11,2007,WD ,Normal,1421 STAFFORD AVE
535451110,864,129000,20,RL,60,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1950,2002,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,398,BLQ,149,317,864,GasA,Gd,Y,SBrkr,864,0,0,1,0,1,0,3,1,Gd,5,Typ,0,None,Detchd,1980,RFn,2,720,TA,TA,Y,194,0,0,0,0,0,None,None,None,0,7,2007,WD ,Normal,1415 STAFFORD AVE
535451250,1904,138000,50,RL,60,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,4,1950,1982,Gable,CompShg,VinylSd,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,180,BLQ,352,676,1208,GasA,Gd,Y,FuseA,1136,768,0,1,0,1,1,3,1,TA,7,Min1,0,None,Attchd,1950,Unf,1,240,TA,TA,Y,0,0,168,0,0,0,None,GdPrv,None,0,5,2009,WD ,Normal,1518 CARROLL AVE
535452090,1041,128000,20,RL,71,7350,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1041,1041,GasA,Gd,Y,SBrkr,1041,0,0,0,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1958,RFn,1,294,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,3,2009,WD ,Normal,1425 MAXWELL AVE
535452120,1507,127000,80,RL,70,7910,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,ALQ,666,Unf,0,409,1075,GasA,Gd,Y,SBrkr,1507,0,0,0,0,2,0,4,1,TA,7,Maj1,0,None,Basment,1960,Unf,1,404,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,8,2008,WD ,Normal,1409 MAXWELL AVE
535452140,732,118900,20,RL,60,7200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,Gd,No,ALQ,630,BLQ,102,0,732,GasA,TA,Y,SBrkr,732,0,0,1,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1952,Unf,1,240,TA,TA,Y,0,68,0,0,0,0,None,None,None,0,9,2009,WD ,Normal,1402 STAFFORD AVE
535453020,1256,159000,20,RL,80,8000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,BLQ,476,Rec,488,292,1256,GasA,Gd,Y,FuseA,1256,0,0,1,0,1,1,3,1,Gd,6,Typ,0,None,Attchd,1959,RFn,1,311,TA,TA,Y,0,240,0,0,0,0,None,None,None,0,5,2008,WD ,Normal,1523 GLENDALE AVE
535453040,1027,125900,20,RL,80,8000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,BrkFace,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,520,Rec,319,188,1027,GasA,TA,Y,SBrkr,1027,0,0,0,1,1,0,3,1,TA,6,Typ,0,None,Attchd,1962,Unf,1,299,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,11,2008,WD ,Normal,1511 GLENDALE AVE
535453070,1246,154000,20,RL,75,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,LwQ,340,Rec,906,0,1246,GasA,Ex,Y,SBrkr,1246,0,0,1,0,1,1,3,1,Gd,6,Typ,0,None,Attchd,1959,RFn,1,305,TA,TA,Y,218,0,0,0,0,0,None,GdPrv,None,0,5,2010,WD ,Normal,1429 GLENDALE AVE
535453080,1040,152000,20,RL,73,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2003,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,GLQ,574,Unf,0,466,1040,GasA,Ex,Y,SBrkr,1040,0,0,1,0,1,0,3,1,Gd,6,Typ,0,None,Attchd,1959,RFn,1,286,TA,TA,Y,0,0,0,0,0,0,None,None,Shed,0,7,2007,WD ,Normal,1423 GLENDALE AVE
535453100,1183,138000,80,RL,80,8000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,BrkFace,Plywood,None,0,TA,TA,CBlock,Gd,TA,Av,GLQ,433,Rec,95,0,528,GasA,TA,Y,SBrkr,1183,0,0,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1959,RFn,1,288,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,7,2009,WD ,Normal,1411 GLENDALE AVE
535453150,1170,140000,20,RL,70,7315,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Rec,625,Unf,0,545,1170,GasA,TA,Y,SBrkr,1170,0,0,0,1,1,0,3,1,TA,6,Typ,1,TA,Attchd,1958,RFn,1,338,TA,TA,Y,0,0,0,0,225,0,None,None,None,0,3,2007,WD ,Normal,1422 MAXWELL AVE
535453160,1040,133700,20,RL,70,7560,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,369,Unf,0,671,1040,GasA,TA,Y,FuseA,1040,0,0,0,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1959,RFn,1,286,TA,TA,Y,140,0,252,0,0,0,None,GdWo,None,0,7,2006,WD ,Normal,1426 MAXWELL AVE
535453180,1242,152000,20,RL,70,7903,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Rec,739,Unf,0,503,1242,GasA,Gd,Y,FuseA,1242,0,0,1,0,1,1,3,1,TA,6,Typ,0,None,Attchd,1960,RFn,1,324,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2007,WD ,Family,1506 MAXWELL AVE
535453200,1148,132500,20,RL,70,7931,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0,TA,TA,CBlock,TA,TA,No,BLQ,1148,Unf,0,0,1148,GasA,TA,Y,SBrkr,1148,0,0,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1959,Unf,1,672,TA,TA,Y,0,0,0,0,0,0,None,GdPrv,None,0,7,2009,WD ,Normal,1516 MAXWELL AVE
535453210,1269,155000,20,RL,70,7931,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,374,LwQ,532,363,1269,GasA,TA,Y,FuseA,1269,0,0,0,0,1,1,3,1,TA,6,Typ,1,Fa,Detchd,1964,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2008,WD ,Normal,1522 MAXWELL AVE
535454070,1385,166000,50,RL,71,8520,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,Fa,CBlock,TA,TA,No,Rec,507,Unf,0,403,910,GasA,Fa,Y,SBrkr,910,475,0,0,0,2,0,4,1,TA,6,Typ,0,None,Detchd,2000,Unf,2,720,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,6,2010,WD ,Normal,133 E 13TH ST
535454100,1461,133500,50,RL,60,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,4,7,1949,1996,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,832,832,GasA,TA,Y,FuseF,832,629,0,0,0,2,0,4,1,TA,6,Typ,0,None,Detchd,1949,Unf,1,384,TA,TA,Y,0,204,0,0,0,0,None,None,None,0,8,2009,WD ,Normal,115 E 13TH ST
535454150,1320,138000,50,RL,60,8064,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,ALQ,315,Unf,0,453,768,GasA,Ex,Y,SBrkr,819,501,0,0,0,2,0,3,1,TA,5,Typ,0,None,Detchd,1994,Unf,2,576,TA,TA,Y,108,0,0,0,0,0,None,GdWo,None,0,9,2008,WD ,Normal,1322 DUFF AVE
535455060,984,112500,45,RL,64,6390,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1.5Unf,6,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,936,936,GasA,TA,Y,FuseA,984,0,0,1,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1954,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,6,2008,WD ,Normal,1303 STAFFORD AVE
535455080,832,105500,45,RL,59,7227,Pave,None,Reg,HLS,AllPub,Corner,Mod,NAmes,Artery,Norm,1Fam,1.5Unf,6,6,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,832,832,GasA,Gd,Y,SBrkr,832,0,0,0,0,1,0,2,1,Gd,4,Typ,0,None,Detchd,1962,Unf,2,528,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2008,WD ,Normal,201 E 13TH ST
535455090,1278,127500,50,RL,60,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,673,Unf,0,181,854,GasA,Fa,Y,FuseA,854,424,0,0,0,1,0,4,1,TA,6,Typ,0,None,Attchd,1954,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,None,MnWw,None,0,4,2008,WD ,Normal,1312 CARROLL AVE
535456020,1150,141000,20,RL,70,7945,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,ALQ,179,BLQ,506,465,1150,GasA,Ex,Y,FuseA,1150,0,0,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1959,RFn,1,300,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,5,2006,WD ,Normal,1319 MAXWELL AVE
535456070,1588,150000,50,RL,60,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,6,1955,1967,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,Mn,GLQ,370,Unf,0,398,768,GasA,Gd,Y,SBrkr,1024,564,0,0,0,1,1,3,1,TA,6,Typ,0,None,Detchd,1955,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,3,2008,WD ,Normal,1308 STAFFORD AVE
535456100,825,109500,20,RL,60,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,825,825,GasA,TA,Y,FuseA,825,0,0,0,1,1,0,2,1,TA,4,Typ,0,None,Attchd,1954,Unf,1,350,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2008,WD ,Normal,1322 STAFFORD AVE
535456110,900,134800,20,RL,60,7200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Mn,BLQ,234,Rec,486,180,900,GasA,TA,Y,SBrkr,900,0,0,0,1,1,0,3,1,Gd,5,Typ,0,None,Detchd,2005,Unf,2,576,TA,TA,Y,222,32,0,0,0,0,None,None,None,0,5,2010,WD ,Normal,1326 STAFFORD AVE
535457010,1116,160000,20,RL,87,10000,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1116,1116,GasA,TA,Y,SBrkr,1116,0,0,0,0,1,1,3,1,TA,5,Typ,0,None,Attchd,1962,Unf,2,440,TA,TA,Y,0,0,0,0,385,0,None,None,None,0,2,2010,WD ,Normal,1321 GLENDALE AVE
535457020,1377,156500,20,RL,80,8000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,BLQ,1098,Rec,154,125,1377,GasA,TA,Y,SBrkr,1377,0,0,1,0,1,0,3,1,TA,6,Typ,2,TA,Attchd,1965,Unf,1,351,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,11,2007,WD ,Normal,1315 GLENDALE AVE
535457070,1150,146000,20,RL,70,7000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4,1961,1961,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,GLQ,781,Unf,0,369,1150,GasA,TA,Y,SBrkr,1150,0,0,0,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1961,RFn,1,288,TA,TA,Y,0,0,0,0,162,0,None,None,None,0,7,2006,WD ,Normal,1314 MAXWELL AVE
535457090,1175,148000,20,RL,81,7635,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,588,LwQ,350,237,1175,GasA,Ex,Y,SBrkr,1175,0,0,0,0,1,1,3,1,TA,6,Typ,0,None,Detchd,1960,RFn,2,484,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2010,WD ,Normal,1326 MAXWELL AVE
535475010,1806,144750,60,RL,76,7570,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,420,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,780,780,GasA,TA,Y,SBrkr,993,813,0,0,0,1,1,4,1,TA,8,Typ,0,None,Attchd,1964,Unf,2,483,TA,TA,Y,0,55,0,0,0,0,None,None,None,0,3,2009,WD ,Normal,1537 LINDEN DR
535475020,1796,140000,60,RL,71,7056,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,415,TA,TA,CBlock,TA,TA,No,BLQ,400,Unf,0,380,780,GasA,TA,Y,SBrkr,983,813,0,1,0,1,1,4,1,TA,8,Typ,1,TA,Attchd,1963,RFn,2,483,TA,TA,Y,0,50,0,0,0,0,None,None,None,0,10,2008,WD ,Normal,1531 LINDEN DR
535476110,941,145000,90,RL,75,8604,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,124,TA,Gd,CBlock,Gd,TA,Av,GLQ,941,Unf,0,0,941,GasA,Gd,Y,SBrkr,941,0,0,1,0,1,0,2,1,Gd,4,Typ,0,None,Attchd,1978,Unf,2,564,TA,TA,Y,0,40,0,0,0,0,None,None,None,0,11,2009,WD ,Normal,1603 MEADOWLANE AVE 1605
535476240,1045,127000,20,RL,80,7936,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,BLQ,826,Unf,0,219,1045,GasA,TA,Y,SBrkr,1045,0,0,1,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1963,RFn,1,264,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,4,2009,WD ,Normal,1409 MEADOWLANE AVE
535476350,1395,192000,20,RL,80,9760,Pave,None,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1984,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,218,TA,TA,CBlock,TA,TA,Gd,BLQ,717,LwQ,263,415,1395,GasA,TA,Y,SBrkr,1395,0,0,1,0,1,0,2,1,TA,7,Min1,1,TA,Attchd,1963,RFn,2,440,TA,TA,Y,657,0,113,0,240,0,None,None,None,0,5,2010,WD ,Normal,1522 LINDEN DR
535476360,1851,187000,60,RL,80,9760,Pave,None,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,8,1964,1993,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,340,TA,TA,CBlock,TA,TA,Gd,BLQ,536,Rec,117,169,822,GasA,Gd,Y,SBrkr,1020,831,0,0,0,2,1,3,1,Gd,7,Typ,1,Fa,Attchd,1964,RFn,2,440,TA,TA,Y,239,42,0,0,0,0,None,MnWw,None,0,7,2007,WD ,Normal,1528 LINDEN DR
