PID,AllBathAbv,AllBathBsmt,BsmtCond,BsmtUnfSF,CentralAir,ExterQual,FireplaceQu,Foundation,GarageCars,GarageQual,GoodLivArea,HasPool,HeatingQC,KitchenQual,MSSubClass,Neighborhood,PavedDrive,PorchArea,SalePrice,YearBuilt
535451110,1.0,1.0,2,317.0,1,2,0,5,2.0,2,1411.0,0,3,3,5,15,1,194,129000,1950
535451170,2.0,0.0,0,0.0,0,2,0,3,2.0,2,1040.0,0,1,2,1,15,1,0,90000,1949
535451190,1.0,0.0,0,0.0,1,2,0,5,2.0,2,1040.0,0,2,2,5,15,1,0,109500,1950
535451210,1.0,0.0,0,0.0,1,2,0,3,2.0,2,1040.0,0,2,2,5,15,1,29,109900,1950
535451230,1.0,0.0,0,0.0,1,2,0,5,2.0,2,1048.0,0,3,2,5,15,1,27,98300,1950
535451250,1.5,1.0,2,676.0,1,2,0,5,1.0,2,2436.0,0,3,2,5,15,1,168,138000,1950
535452090,1.0,0.0,2,1041.0,1,2,0,5,1.0,2,1041.0,0,3,2,5,15,1,0,128000,1958
535452120,2.0,0.0,2,409.0,1,2,0,5,1.0,2,2173.0,0,3,2,3,15,1,0,127000,1960
535452140,1.0,1.0,3,0.0,1,2,0,5,1.0,2,1464.0,0,2,2,5,15,1,68,118900,1952
535453020,1.5,1.0,2,292.0,1,2,0,6,1.0,2,2220.0,0,3,3,5,15,1,240,159000,1959
535453040,1.0,0.5,2,188.0,1,2,0,5,1.0,2,1866.0,0,2,2,5,15,1,0,125900,1962
535453070,1.5,1.0,2,0.0,1,2,0,5,1.0,2,2492.0,0,4,3,5,15,1,218,154000,1959
535453080,1.0,1.0,2,466.0,1,2,0,5,1.0,2,1614.0,0,4,3,5,15,1,0,152000,1959
535453100,1.0,1.0,2,0.0,1,2,0,5,1.0,2,1711.0,0,2,2,3,15,1,0,138000,1959
535453150,1.0,0.5,2,545.0,1,2,2,5,1.0,2,1795.0,0,2,2,5,15,1,225,140000,1958
535453160,1.0,0.0,2,671.0,1,2,0,5,1.0,2,1409.0,0,2,2,5,15,1,392,133700,1959
535453180,1.5,1.0,2,503.0,1,2,0,5,1.0,2,1981.0,0,3,2,5,15,1,0,152000,1960
535453200,1.0,1.0,2,0.0,1,2,0,5,1.0,2,2296.0,0,2,2,5,15,1,0,132500,1959
535453210,1.5,0.0,2,363.0,1,2,1,5,1.0,2,2175.0,0,2,2,5,15,1,0,155000,1960
535454030,2.0,0.0,0,0.0,0,2,0,3,2.0,2,1040.0,0,1,2,1,15,1,0,81400,1950
535454050,2.0,0.0,0,0.0,0,2,0,3,2.0,2,1040.0,0,1,2,1,15,1,0,87500,1949
535454060,2.0,0.0,0,0.0,0,2,0,5,2.0,2,1040.0,0,3,2,1,15,1,0,93500,1950
535454070,2.0,0.0,2,403.0,1,2,0,5,2.0,2,1892.0,0,1,2,5,15,1,0,166000,1952
535454100,2.0,0.0,2,832.0,1,2,0,5,1.0,2,1461.0,0,2,2,5,15,1,204,133500,1949
535454150,2.0,0.0,2,453.0,1,2,0,5,2.0,2,1635.0,0,4,2,5,15,1,108,138000,1948
535455060,1.0,1.0,2,936.0,1,2,0,5,1.0,2,984.0,0,2,2,5,15,1,0,112500,1954
535455080,1.0,0.0,2,832.0,1,2,0,5,2.0,2,832.0,0,3,3,5,15,1,0,105500,1954
535455090,1.0,0.0,2,181.0,1,2,0,5,1.0,2,1951.0,0,1,2,5,15,1,0,127500,1954
535456010,2.0,0.0,1,1556.0,1,2,0,5,0.0,0,1556.0,0,2,2,1,15,1,0,119000,1960
535456020,1.0,1.0,2,465.0,1,2,0,5,1.0,2,1835.0,0,4,2,5,15,1,0,141000,1959
535456050,2.0,0.0,2,1800.0,0,2,0,5,0.0,0,1800.0,0,2,2,1,15,0,0,130000,1961
535456070,1.5,0.0,2,398.0,1,2,0,5,2.0,2,1958.0,0,3,2,5,15,1,0,150000,1955
535456100,1.0,0.5,2,825.0,1,2,0,5,1.0,2,825.0,0,2,2,5,15,1,0,109500,1954
535456110,1.0,0.5,2,180.0,1,2,0,5,2.0,2,1620.0,0,2,3,5,15,1,254,134800,1951
535457010,1.5,0.0,2,1116.0,1,2,0,5,2.0,2,1116.0,0,2,2,5,15,1,385,160000,1962
535457020,1.0,1.0,2,125.0,1,2,2,5,1.0,2,2629.0,0,2,2,5,15,1,0,156500,1960
535457040,2.0,0.0,2,1800.0,0,2,0,5,0.0,0,1800.0,0,4,2,1,15,1,0,141000,1961
535457050,1.0,0.0,0,0.0,1,2,0,3,1.0,2,925.0,0,3,2,5,15,1,0,99000,1961
535457070,1.0,0.0,2,369.0,1,2,0,5,1.0,2,1931.0,0,2,2,5,15,1,162,146000,1961
535457090,1.5,0.0,2,237.0,1,2,0,5,2.0,2,2113.0,0,4,2,5,15,1,0,148000,1960
535475010,1.5,0.0,2,780.0,1,2,0,5,2.0,2,1806.0,0,2,2,6,15,1,55,144750,1964
535475020,1.5,1.0,2,380.0,1,2,2,5,2.0,2,2196.0,0,2,2,6,15,1,50,140000,1963
535476110,1.0,1.0,2,0.0,1,2,0,5,2.0,2,1882.0,0,3,3,1,15,1,40,145000,1978
535476240,1.0,1.0,2,219.0,1,2,1,5,1.0,2,1871.0,0,2,2,5,15,1,0,127000,1963
535476350,1.0,1.0,2,415.0,1,2,2,5,2.0,2,2375.0,0,2,2,5,15,1,1010,192000,1963
535476360,2.5,0.0,2,169.0,1,2,1,5,2.0,2,2504.0,0,3,3,6,15,1,281,187000,1964
535476370,1.5,1.0,2,0.0,1,2,0,5,2.0,2,2391.0,0,2,2,6,15,1,645,167900,1964
535477020,1.5,0.0,2,756.0,1,2,2,5,2.0,2,1839.0,0,2,2,6,15,1,340,155000,1966
535477060,1.5,0.0,2,148.0,1,2,1,5,2.0,2,1860.0,0,2,2,6,15,1,296,155000,1966
535477090,1.0,0.0,2,1117.0,1,2,0,5,1.0,2,1117.0,0,4,2,5,15,1,0,136870,1963
535477130,2.0,0.0,2,324.0,1,2,2,5,1.0,2,2352.0,0,2,2,6,15,1,168,169500,1962
535477150,1.0,0.0,2,894.0,0,2,0,5,1.0,2,894.0,0,3,2,5,15,1,0,109500,1962
535477180,1.0,0.0,2,312.0,1,2,0,5,1.0,2,1416.0,0,3,2,5,15,1,58,125500,1962
535478010,1.0,1.0,2,141.0,1,2,0,5,1.0,2,1783.0,0,2,2,3,15,1,222,134500,1962
535478040,1.0,1.0,2,162.0,1,2,1,5,1.0,2,1670.0,0,2,2,3,15,1,274,130000,1962
535478070,1.0,1.0,2,236.0,1,2,0,5,2.0,2,1854.0,0,3,2,5,15,1,0,120000,1962
535478090,1.0,0.5,2,396.0,1,2,0,5,1.0,2,1332.0,0,3,2,5,15,1,0,105000,1962
535478110,1.0,1.0,2,72.0,1,2,0,5,0.0,0,1978.0,0,2,2,1,15,1,176,124000,1962
902100010,1.0,0.0,2,850.0,1,3,0,4,2.0,2,960.0,0,2,2,5,20,1,116,103000,1926
902100030,1.0,0.0,2,680.0,0,2,0,4,2.0,2,764.0,0,3,2,5,20,0,0,73000,1925
902100110,2.0,0.0,2,716.0,1,3,0,6,2.0,2,2014.0,0,4,2,6,20,1,239,169000,1900
902101010,1.0,0.0,2,350.0,1,2,0,5,1.0,2,1692.0,0,2,2,5,20,0,116,115000,1926
902101050,1.0,1.0,2,936.0,1,2,0,5,1.0,2,1944.0,0,3,2,5,20,1,140,135000,1948
902102060,2.0,0.0,2,650.0,1,2,1,6,2.0,3,1539.0,0,3,3,6,20,1,216,157500,1904
902102080,1.5,0.0,2,440.0,1,2,0,6,2.0,2,1230.0,0,3,2,5,20,1,202,110000,1910
902103090,1.0,0.0,1,863.0,0,2,2,6,1.0,1,1941.0,0,2,1,5,20,0,0,111500,1920
902103100,1.0,0.0,2,901.0,1,2,0,6,1.0,1,1378.0,0,3,3,5,20,1,94,128900,1935
902103120,2.0,1.0,2,339.0,0,2,0,5,2.0,1,2577.0,0,3,2,1,20,0,197,103500,1910
902103150,1.0,0.0,2,780.0,1,2,0,4,2.0,2,1323.0,0,4,2,5,20,1,0,122600,1948
902104020,1.0,0.5,2,399.0,1,2,0,4,2.0,2,1797.0,0,4,3,5,20,1,24,156500,1900
902104060,1.0,0.0,1,576.0,1,2,0,4,0.0,0,1140.0,0,3,2,5,20,0,160,96500,1910
902105010,1.0,0.0,1,680.0,0,2,0,4,1.0,1,1360.0,0,1,2,6,20,1,242,111000,1910
902105020,2.0,0.0,2,1017.0,1,3,2,4,2.0,1,3285.0,0,4,2,5,20,1,1027,256000,1920
902105050,1.5,0.0,2,240.0,1,2,0,5,2.0,1,1306.0,0,2,3,5,20,0,0,130000,1910
902105060,2.0,0.0,2,504.0,1,3,0,5,0.0,0,1464.0,0,4,2,6,20,0,176,129000,1910
902105110,2.0,0.0,1,264.0,1,2,0,4,2.0,2,1432.0,0,4,2,6,20,1,382,132000,1910
902105130,1.0,0.0,2,672.0,1,2,0,5,1.0,2,672.0,0,2,2,5,20,1,0,64000,1940
902106010,1.5,0.0,2,269.0,1,2,3,4,2.0,2,1979.0,0,2,2,6,20,1,218,150000,1939
902106040,1.5,0.5,3,712.0,1,2,3,4,2.0,1,1657.0,0,4,4,6,20,1,234,178000,1925
902106060,2.0,0.0,2,994.0,0,2,0,2,1.0,2,2372.0,0,2,2,6,20,1,287,107500,1892
902106070,1.0,0.0,2,569.0,1,2,0,4,2.0,2,1572.0,0,2,2,5,20,1,175,127500,1927
902106090,1.0,1.0,2,504.0,1,2,0,2,2.0,2,1636.0,0,3,2,6,20,1,348,139900,1900
902106120,1.0,1.0,1,240.0,0,2,3,6,1.0,2,1804.0,0,2,1,5,20,0,142,89500,1922
902106130,1.0,1.0,2,357.0,1,2,3,6,0.0,0,1515.0,0,2,2,5,20,1,186,109500,1920
902106140,1.0,0.0,2,1008.0,1,2,3,5,2.0,2,1028.0,0,3,2,5,20,1,130,115000,1927
902107030,1.5,0.0,2,728.0,1,3,0,4,1.0,1,1456.0,0,3,3,6,20,0,248,139500,1915
902107050,1.0,1.0,2,0.0,1,2,0,5,2.0,2,1872.0,0,2,2,1,20,1,49,140000,1980
902108060,1.0,0.0,2,502.0,0,2,1,4,1.0,1,1004.0,0,2,3,6,20,0,348,105000,1930
902109010,1.0,0.0,2,813.0,1,2,0,4,1.0,1,813.0,0,4,3,5,20,0,113,110000,1930
902109080,2.0,0.0,2,828.0,1,2,0,2,0.0,0,1486.0,0,3,2,1,20,0,281,118000,1910
902109110,2.5,0.0,2,1362.0,1,2,0,6,2.0,2,2082.0,0,4,3,5,20,0,518,200000,2003
902109120,2.0,0.0,2,801.0,1,2,0,4,2.0,2,1656.0,0,3,2,5,20,1,187,119164,1940
902109130,2.0,0.0,1,600.0,0,1,0,4,0.0,0,1701.0,0,3,1,1,20,0,148,94550,1920
902109140,2.0,0.0,2,960.0,1,2,0,5,2.0,2,1960.0,0,3,2,1,20,0,0,124500,1952
902109160,1.0,0.0,2,576.0,0,1,3,4,1.0,1,2100.0,0,3,4,5,20,0,236,122250,1920
902110010,1.0,0.0,2,967.0,1,2,3,4,1.0,1,967.0,0,3,2,5,20,0,26,99900,1920
902110080,1.5,0.0,2,651.0,1,2,3,5,1.0,2,1389.0,0,3,2,6,20,1,126,135000,1946
902110090,1.0,1.5,2,0.0,1,2,0,5,2.0,2,2694.0,0,3,3,5,20,1,0,143000,1957
902110120,2.0,0.0,2,938.0,0,3,0,6,2.0,2,1951.0,0,3,1,1,20,1,34,111500,1900
902111010,1.0,0.0,1,844.0,1,2,0,4,1.0,2,844.0,0,2,2,5,20,0,254,111500,1925
902125020,1.0,0.0,1,636.0,1,2,0,4,1.0,1,1750.0,0,2,4,6,20,0,293,124000,1880
902125080,2.0,0.0,2,840.0,0,3,0,5,1.0,2,1605.0,0,3,2,5,20,1,202,107400,1915
902125120,1.0,0.0,2,641.0,1,2,0,4,1.0,1,1047.0,0,3,2,5,20,0,0,100000,1885
902125160,1.0,0.0,2,747.0,1,2,0,5,1.0,2,747.0,0,2,2,5,20,1,0,80000,1945
902128020,1.0,0.0,2,576.0,1,2,0,5,1.0,2,864.0,0,4,2,5,20,1,115,105000,1950
902128075,1.0,0.5,2,931.0,1,3,2,5,0.0,0,1027.0,0,2,3,5,20,0,28,120000,1920
902128100,1.0,0.0,2,648.0,1,2,0,4,2.0,2,1118.0,0,2,2,5,20,1,0,116000,1920
902128150,2.0,0.0,2,294.0,1,2,3,5,2.0,2,2026.0,0,2,2,1,20,1,126,155000,1940
902128160,1.0,0.0,2,808.0,1,2,3,5,2.0,2,1072.0,0,4,2,5,20,1,0,130000,1940
902128170,1.0,1.0,2,278.0,1,2,3,5,1.0,2,1314.0,0,2,3,5,20,1,154,119000,1940
902134060,1.0,0.0,1,738.0,1,2,0,4,1.0,2,1376.0,0,3,2,6,20,0,329,96900,1905
902134100,1.0,0.0,3,481.0,0,2,0,4,1.0,1,899.0,0,2,2,5,20,1,96,78000,1910
902134120,1.0,0.0,2,801.0,0,2,0,4,0.0,0,1447.0,0,3,2,5,20,0,324,103000,1910
902135020,1.0,0.0,2,936.0,0,1,0,5,2.0,2,936.0,0,2,2,5,20,1,144,93000,1953
902136110,1.0,0.0,2,684.0,1,2,0,4,0.0,0,1080.0,0,3,3,5,20,0,195,95000,1890
902201090,1.0,0.0,1,550.0,1,2,3,4,2.0,2,1304.0,0,4,3,5,20,1,182,135000,1900
902201110,1.5,0.0,2,384.0,1,2,0,5,1.0,2,1712.0,0,2,2,5,20,1,12,129500,1950
902201120,1.0,0.0,2,516.0,1,2,0,5,1.0,2,1062.0,0,4,2,5,20,1,0,115000,1948
902201130,1.5,0.0,2,318.0,1,2,0,5,1.0,2,1514.0,0,4,2,5,20,1,176,120000,1948
902201140,1.0,1.0,2,172.0,1,2,0,5,2.0,2,1874.0,0,4,3,5,20,1,36,147000,1948
902202090,1.0,0.0,2,459.0,1,2,1,5,3.0,2,1944.0,0,4,2,5,20,1,20,140000,1946
902202150,2.0,0.0,2,811.0,1,2,0,5,1.0,2,1387.0,0,2,3,1,20,1,0,93000,1954
902204060,1.0,1.0,2,384.0,1,2,0,5,2.0,2,1536.0,0,2,2,1,20,1,0,135500,1955
902204080,1.0,0.0,2,861.0,1,2,0,4,2.0,2,861.0,0,2,2,5,20,0,128,80000,1920
902204120,1.5,0.0,2,816.0,1,2,0,6,2.0,2,1566.0,0,4,3,5,20,1,320,139000,1924
902205010,1.0,0.0,0,0.0,0,2,0,4,1.0,2,612.0,0,1,2,5,20,0,25,45000,1940
902205020,1.0,0.0,2,0.0,0,2,0,4,1.0,1,1711.0,0,3,2,5,20,1,96,85000,1900
902205070,1.0,0.0,2,407.0,0,2,0,4,1.0,1,407.0,0,2,2,5,20,1,196,46500,1946
902205090,1.0,0.0,2,620.0,1,2,0,5,1.0,2,1236.0,0,3,2,5,20,1,0,112500,1957
902205130,1.0,0.0,2,710.0,1,2,0,6,1.0,2,1210.0,0,3,1,5,20,1,168,108500,1920
902205140,1.0,0.0,2,901.0,1,2,0,5,1.0,1,901.0,0,4,2,5,20,1,0,107900,1954
902206020,1.0,1.0,2,76.0,1,2,0,4,1.0,1,908.0,0,2,2,5,20,0,78,61500,1921
902206040,1.0,1.0,2,0.0,1,2,0,4,2.0,2,1852.0,0,2,2,5,20,1,0,130000,1929
902206090,1.5,0.0,2,460.0,1,2,0,5,1.0,1,1492.0,0,2,2,5,20,1,0,120000,1945
902206130,1.0,0.0,2,827.0,1,2,0,6,1.0,1,1251.0,0,3,1,5,20,0,0,119000,1938
902206220,1.0,0.0,2,247.0,1,2,3,4,1.0,2,2413.0,0,4,3,5,20,1,226,129000,1948
902206240,1.0,0.0,2,832.0,1,2,0,4,1.0,2,1421.0,0,2,2,5,20,1,334,100000,1920
902206260,1.0,0.0,2,190.0,1,2,0,4,1.0,2,886.0,0,3,2,5,20,1,244,91300,1938
902206270,2.5,0.0,2,1075.0,1,2,0,6,2.0,2,1798.0,0,4,2,6,20,0,160,137000,1900
902207010,1.0,0.0,2,357.0,1,2,0,5,0.0,0,1195.0,0,3,3,5,20,1,100,110500,1945
902207080,1.0,1.0,2,906.0,1,2,0,5,1.0,1,1419.0,0,4,2,5,20,1,240,126175,1955
902207110,1.0,0.0,2,798.0,1,2,0,6,1.0,2,840.0,0,3,1,5,20,0,112,64000,1920
902207130,1.0,0.0,1,678.0,0,2,3,4,2.0,1,832.0,0,2,2,5,20,0,0,12789,1923
902207140,1.0,0.0,2,624.0,1,2,0,4,2.0,2,720.0,0,3,2,5,20,1,106,105900,1928
902207150,1.0,0.0,2,968.0,1,3,0,5,2.0,1,968.0,0,2,2,5,20,0,184,100000,1923
902207170,1.0,0.0,2,624.0,1,3,0,6,1.0,2,792.0,0,2,2,5,20,1,81,99500,1923
902207220,3.0,0.0,2,1470.0,1,2,4,4,3.0,2,3493.0,0,4,3,6,20,1,302,295000,1880
902300020,2.5,0.0,2,725.0,0,3,0,4,2.0,2,1772.0,0,4,3,6,20,1,0,184900,1910
902300110,2.0,0.0,2,797.0,0,2,0,4,2.0,1,1627.0,0,2,2,1,20,0,252,139500,1900
902300215,1.5,0.0,2,876.0,1,2,3,4,3.0,2,1416.0,0,3,2,5,20,1,612,153900,1915
902300260,1.0,0.0,2,508.0,1,2,0,4,1.0,2,1566.0,0,4,2,6,20,1,192,132000,1920
902301030,1.0,0.0,2,702.0,1,2,0,6,1.0,2,1472.0,0,3,3,5,20,1,84,125000,1925
902301060,2.0,0.0,2,677.0,1,3,0,4,2.0,2,1510.0,0,2,3,6,20,0,160,87500,1910
902301080,1.5,0.0,2,408.0,1,2,0,5,1.0,2,1596.0,0,2,2,5,20,1,35,110000,1947
902301120,2.0,0.0,2,1020.0,0,2,0,2,1.0,1,1928.0,0,3,1,1,20,1,172,137000,1910
902301130,1.0,0.0,2,448.0,1,2,0,4,2.0,1,1400.0,0,4,2,6,20,1,423,114000,1910
902301150,1.0,0.0,2,346.0,1,2,0,5,1.0,2,1017.0,0,4,2,5,20,0,139,114000,1900
902302150,2.0,0.0,2,662.0,0,2,0,4,2.0,2,2337.0,0,2,2,1,20,1,57,90000,1900
902303100,2.0,0.0,3,667.0,1,2,0,5,2.0,2,1909.0,0,2,2,5,20,0,231,144100,1910
902304040,2.0,0.0,2,1008.0,1,2,0,4,1.0,1,2210.0,0,2,1,6,20,0,48,117500,1880
902304060,2.0,0.0,2,739.0,1,2,0,4,2.0,2,2584.0,0,2,2,1,20,1,219,130000,1920
902305080,1.5,0.0,2,416.0,0,2,3,4,2.0,1,2377.0,0,1,2,6,20,1,259,129500,1917
902305090,2.0,1.0,1,1095.0,0,2,0,4,3.0,1,1774.0,0,1,2,6,20,0,90,87000,1900
902305110,2.0,0.0,2,930.0,0,3,0,4,1.0,2,1566.0,0,2,3,6,20,1,528,150000,1900
902306120,1.5,0.0,2,572.0,1,3,0,4,0.0,0,1540.0,0,4,3,6,20,0,317,129400,1905
902306130,2.0,0.0,2,548.0,1,2,3,4,2.0,2,1519.0,0,4,3,6,20,0,116,161000,1928
902325050,1.5,0.0,2,490.0,0,2,2,4,2.0,2,2158.0,0,1,2,6,20,0,341,163000,1914
902325070,2.0,0.0,2,849.0,0,2,0,6,2.0,1,2138.0,0,2,2,6,20,0,196,106000,1898
902325100,2.0,0.0,2,1226.0,1,2,0,4,2.0,1,2104.0,0,4,2,6,20,1,429,155000,1910
902325160,1.0,0.0,2,540.0,0,2,0,4,1.0,1,1440.0,0,3,2,5,20,1,77,79000,1900
902326030,1.5,0.0,1,1240.0,0,3,3,2,3.0,2,2640.0,0,2,3,6,20,0,567,265979,1880
902326060,2.0,0.0,2,482.0,0,2,2,4,2.0,3,1912.0,0,4,2,1,20,1,237,163000,1905
902327040,2.0,1.0,2,0.0,1,2,0,6,1.0,2,2338.0,0,2,2,5,20,1,196,139000,1915
902327070,2.0,0.0,3,917.0,1,2,0,4,1.0,2,2007.0,0,3,4,6,20,1,235,160000,1900
902328040,2.0,0.0,2,742.0,1,2,3,5,0.0,0,1484.0,0,4,2,6,20,1,425,128000,1914
902328100,1.0,0.0,2,815.0,1,2,3,4,1.0,2,1690.0,0,4,2,6,20,1,330,144000,1916
902329030,3.0,0.0,1,346.0,1,3,0,2,2.0,2,2268.0,0,4,3,6,20,0,108,240000,1890
902329070,1.0,0.0,2,684.0,0,2,0,5,1.0,2,1368.0,0,4,2,6,20,0,158,114504,1910
902329080,1.0,1.0,2,624.0,1,2,3,4,1.0,2,1288.0,0,4,4,6,20,0,103,119000,1917
902329090,1.5,1.0,2,596.0,1,2,0,4,2.0,2,1762.0,0,4,3,6,20,0,257,157000,1920
902330010,2.0,0.0,1,425.0,0,2,0,4,0.0,0,2412.0,0,1,2,6,20,1,74,122000,1872
902330040,1.5,0.0,2,700.0,1,3,3,4,2.0,2,1958.0,0,3,3,6,20,1,169,168000,1882
902330090,2.0,0.0,2,819.0,1,2,3,6,2.0,2,2454.0,0,2,2,6,20,0,298,185000,1879
902331010,1.0,0.0,2,624.0,1,2,3,4,0.0,0,816.0,0,4,2,5,20,0,33,58500,1910
902332030,2.0,0.5,1,168.0,0,2,3,4,2.0,2,3337.0,0,4,2,1,20,1,99,133900,1910
902400110,2.5,0.0,2,1107.0,1,3,2,4,3.0,3,3036.0,0,4,4,6,20,1,670,475000,1892
902401010,1.0,0.0,2,572.0,1,2,3,6,1.0,2,1111.0,0,2,2,5,20,1,176,116900,1926
902401030,2.0,0.0,2,779.0,1,2,0,4,1.0,2,1986.0,0,3,3,5,20,1,183,152000,1926
902401090,2.0,0.0,2,624.0,0,2,0,6,0.0,0,1248.0,0,3,2,1,20,0,386,93500,1920
902401120,3.5,0.0,2,1237.0,1,4,3,4,2.0,3,2775.0,0,3,3,6,20,1,607,325000,1893
902401130,1.0,0.5,2,26.0,1,2,0,6,2.0,2,2106.0,0,4,2,6,20,1,0,143000,1920
902402010,1.0,1.0,2,312.0,1,2,0,5,2.0,2,1836.0,0,2,2,5,20,1,316,149700,1957
902402130,1.0,0.0,2,622.0,1,2,0,5,2.0,2,1363.0,0,3,2,6,20,1,168,125500,1910
902402150,1.0,1.0,2,310.0,0,2,0,4,1.0,2,1734.0,0,2,2,5,20,1,256,85000,1910
902402250,2.0,0.0,2,777.0,1,2,0,6,2.0,2,2290.0,0,3,2,1,20,0,114,122500,1885
902402260,1.0,0.0,1,723.0,0,1,0,4,2.0,1,1086.0,0,2,2,6,20,0,168,55000,1920
902403070,1.5,0.0,2,455.0,1,2,0,5,2.0,2,1753.0,0,4,2,6,20,1,0,140750,1922
902404010,1.0,1.0,2,1221.0,1,2,0,4,2.0,2,1897.0,0,3,2,5,20,1,346,153500,1948
902405070,2.0,0.0,2,1313.0,1,2,3,4,2.0,2,2495.0,0,3,2,6,20,1,299,184000,1890
902405100,1.0,0.0,2,0.0,1,2,0,4,2.0,2,2837.0,0,2,2,5,20,1,292,124900,1890
902405120,1.0,0.0,2,972.0,1,1,0,4,1.0,1,1044.0,0,4,2,5,20,1,176,119000,1920
902406020,1.0,1.0,2,784.0,1,2,0,5,1.0,2,1184.0,0,3,1,5,20,0,0,110000,1959
902406030,1.0,0.0,2,960.0,1,2,0,5,2.0,2,960.0,0,4,2,5,20,1,0,125000,1958
902406070,1.0,0.0,2,741.0,1,2,0,6,3.0,2,1521.0,0,4,3,6,20,1,238,146500,1910
902406090,2.0,0.0,2,1050.0,0,2,0,4,1.0,1,1795.0,0,4,2,5,20,1,0,131500,1954
902408080,1.5,0.0,2,718.0,1,2,0,4,2.0,2,2554.0,0,4,2,6,20,1,191,159500,1890
902427040,1.0,0.0,2,588.0,1,2,0,5,1.0,1,1572.0,0,3,2,5,20,1,192,87000,1930
902427045,1.0,0.0,0,0.0,1,2,0,6,1.0,2,882.0,0,3,2,5,20,1,45,97000,1956
902427140,1.0,0.0,0,0.0,1,2,0,5,1.0,1,968.0,0,3,2,5,20,1,0,104500,1956
902427150,1.0,0.0,2,869.0,1,2,0,5,1.0,2,1093.0,0,2,2,5,20,1,0,115500,1958
902427180,2.0,0.0,0,0.0,1,2,2,3,1.0,2,1382.0,0,4,2,3,20,1,40,110000,1949
902456015,1.0,0.0,1,1020.0,0,1,0,4,0.0,0,1020.0,0,1,1,5,11,0,105,64500,1918
902477120,1.0,0.0,2,225.0,0,2,0,5,0.0,0,1215.0,0,2,2,5,11,0,638,34900,1920
903200080,1.5,2.0,2,15.0,1,2,2,5,2.0,2,2885.0,0,4,3,6,3,1,312,223500,1923
903201020,1.0,0.0,2,1022.0,0,2,3,4,1.0,1,1432.0,0,2,3,5,3,1,327,149000,1923
903201030,1.0,0.0,2,329.0,1,3,1,4,1.0,2,1822.0,0,2,2,5,3,1,265,138000,1928
903201080,2.5,0.0,2,952.0,0,3,0,4,2.0,2,1548.0,0,3,4,5,3,1,218,205000,1925
903201090,1.0,1.0,2,212.0,0,2,3,6,1.0,1,1604.0,0,2,2,5,3,1,215,136500,1925
903202120,1.0,0.0,2,972.0,1,2,3,4,1.0,2,1577.0,0,3,1,5,3,1,0,140200,1939
903202170,2.0,0.0,2,297.0,1,2,3,5,1.0,2,1654.0,0,4,2,6,3,0,304,137000,1930
903204030,1.0,1.0,2,0.0,1,2,0,5,1.0,2,2345.0,0,2,2,5,3,1,33,128250,1950
903204040,1.5,0.0,2,200.0,1,2,0,5,1.0,2,2400.0,0,4,2,5,3,1,0,128500,1950
903204095,1.0,0.0,2,742.0,1,2,0,4,1.0,2,779.0,0,2,2,5,3,1,0,79500,1930
903205040,1.0,0.0,2,952.0,0,2,3,4,1.0,1,952.0,0,1,1,5,3,1,138,121000,1916
903205085,1.0,0.0,2,270.0,1,2,3,4,2.0,2,1812.0,0,2,2,5,3,1,342,144000,1920
903206070,2.0,0.0,2,849.0,1,2,3,4,1.0,2,1913.0,0,2,2,5,3,1,30,153000,1935
903206120,1.5,0.0,2,634.0,0,2,3,4,1.0,2,2542.0,0,2,3,6,3,1,60,209500,1922
903206160,1.0,0.0,2,848.0,0,2,3,4,1.0,1,1827.0,0,2,2,6,3,1,105,202500,1924
903206170,1.5,0.0,2,765.0,1,2,3,4,2.0,2,1935.0,0,4,2,5,3,1,182,210000,1923
903225040,2.0,0.0,2,422.0,1,2,0,5,1.0,1,1580.0,0,4,2,5,3,1,192,135000,1939
903225050,1.0,1.0,2,0.0,1,2,0,4,0.0,0,1568.0,0,3,3,5,3,1,116,109500,1924
903225090,2.0,0.0,2,605.0,1,2,3,5,2.0,2,2063.0,0,4,2,5,3,1,60,159000,1947
903225140,1.0,0.0,2,72.0,1,2,0,5,1.0,2,1810.0,0,4,3,5,3,1,0,124000,1941
903225150,1.0,1.0,2,577.0,0,2,0,4,1.0,1,953.0,0,2,3,5,3,1,176,87000,1925
903225160,1.5,0.0,2,554.0,1,2,0,4,1.0,1,1290.0,0,4,2,6,3,1,150,106900,1900
903226060,1.5,0.0,2,460.0,1,2,3,5,1.0,2,2193.0,0,4,3,5,3,1,11,164900,1940
903226130,1.0,0.0,2,0.0,1,2,0,4,1.0,2,1996.0,0,2,2,5,3,1,0,128000,1936
903226150,1.0,0.0,1,949.0,1,2,1,4,2.0,2,949.0,0,4,2,5,3,1,48,119000,1924
903226160,1.0,1.0,3,144.0,1,2,0,4,1.0,2,1596.0,0,2,2,5,3,1,128,134000,1939
903226170,1.0,0.0,2,698.0,1,3,0,4,2.0,2,1176.0,0,2,2,5,3,0,210,134900,1937
903227020,1.5,0.5,2,308.0,1,2,3,5,2.0,2,1460.0,0,4,2,5,3,1,0,128000,1940
903227070,1.0,1.0,2,884.0,1,2,1,4,1.0,2,1348.0,0,4,2,5,3,0,208,117000,1925
903227080,1.0,0.0,2,862.0,1,2,3,4,1.0,2,1158.0,0,2,2,5,3,1,112,120000,1929
